core-0-pkg core-0-ram core-6-pkg core-6-ram nvd-0 nvd-1
26.203077 1.027852 24.243562 1.054341 135.454000 139.678000
28.023163 1.059308 24.495747 1.069929 137.138000 139.103000
26.078871 1.030233 24.179049 1.063557 138.024000 140.914000
28.040192 1.059217 24.548146 1.066999 135.548000 138.183000
26.053817 1.033956 23.970311 1.058980 138.595000 141.485000
27.985870 1.052594 25.892553 1.064039 131.643000 131.684000
26.081465 1.033712 25.896836 1.067097 138.500000 145.645000
28.049557 1.048477 26.107421 1.062118 125.323000 127.751000
26.244244 1.039022 27.970454 1.064046 140.190000 144.218000
28.064408 1.045661 29.001914 1.045538 117.823000 116.404000
26.078091 1.046411 26.431055 1.065515 136.599000 140.250000
28.063518 1.046578 25.578604 1.056527 106.466000 107.377000
25.917792 1.054221 26.740814 1.067588 137.076000 139.966000
28.103797 1.029551 25.202828 1.047862 105.416000 105.884000
26.155574 1.055993 27.137777 1.069238 133.082000 135.345000
27.974202 1.036943 24.974185 1.052263 121.606000 125.465000
26.239308 1.042209 27.466357 1.069674 128.601000 131.878000
27.886436 1.041605 24.807217 1.053110 127.892000 130.793000
26.535881 1.036179 27.933830 1.066146 133.304000 136.581000
27.541581 1.045519 24.345816 1.055743 128.843000 131.459000
27.044628 1.054521 27.436160 1.073074 139.169000 143.676000
27.207285 1.027182 24.181744 1.049034 131.450000 133.814000
27.702438 1.064599 24.648276 1.070641 141.517000 144.245000
26.625122 1.024388 24.409124 1.052101 133.106000 135.433000
28.020544 1.067149 24.466248 1.073070 144.240000 148.499000
26.256260 1.023734 24.551775 1.056174 136.880000 141.172000
27.943252 1.056922 24.516138 1.076453 143.993000 148.309000
26.252886 1.029751 24.488305 1.052822 135.168000 139.201000
27.987015 1.057013 24.517939 1.073066 141.804000 145.929000
26.142351 1.036037 24.302393 1.050258 136.216000 140.724000
27.945826 1.054982 27.088688 1.067616 136.664000 144.026000
26.243876 1.020062 25.226468 1.058118 137.142000 140.058000
27.985031 1.054755 27.300792 1.065314 137.139000 139.908000
26.036740 1.028436 25.309052 1.053918 137.357000 141.744000
28.016297 1.052594 26.694107 1.062543 132.500000 136.036000
26.259076 1.035695 25.777178 1.062611 139.453000 143.268000
27.947998 1.044263 26.456891 1.055311 127.800000 132.318000
26.028823 1.036672 26.065200 1.056203 140.950000 144.883000
28.036021 1.053201 26.128413 1.058358 119.728000 125.657000
26.008581 1.025016 26.244083 1.067252 139.263000 142.982000
28.022833 1.048472 25.808394 1.054118 106.464000 106.616000
26.236845 1.038240 26.702621 1.071473 137.335000 139.749000
27.982529 1.033631 25.536166 1.050569 105.704000 105.027000
25.866391 1.060907 27.122304 1.070031 136.030000 139.492000
28.042538 1.031536 25.701434 1.050487 117.567000 115.548000
26.032535 1.059674 25.092190 1.073194 128.885000 132.545000
27.865907 1.045873 25.683307 1.054723 126.655000 128.986000
26.367406 1.044279 25.199355 1.073605 131.141000 134.256000
27.647766 1.038519 25.531724 1.056891 129.795000 131.269000
26.747827 1.055376 25.388382 1.070603 137.009000 141.931000
27.285209 1.030057 25.338663 1.050354 130.151000 132.767000
27.360487 1.065261 25.498286 1.069839 139.645000 143.935000
26.972483 1.028388 24.303545 1.048165 132.023000 135.051000
27.706606 1.058707 27.376611 1.068686 137.810000 141.461000
26.799806 1.029420 28.232064 1.048587 130.499000 132.983000
27.905635 1.061665 28.947648 1.078847 91.401000 92.035000
27.917265 1.089473 28.859732 1.078334 94.151000 94.894000
27.898677 1.083913 28.918534 1.081074 92.164000 92.129000
27.840238 1.074555 28.936276 1.082856 96.133000 95.641000
27.911073 1.086214 28.935730 1.081056 94.439000 92.891000
27.914215 1.083069 28.856262 1.085785 94.738000 96.228000
27.877009 1.079012 28.906399 1.080294 95.770000 94.036000
27.935913 1.083252 28.911896 1.079041 91.972000 96.801000
27.885590 1.076538 28.852081 1.080414 94.510000 95.352000
27.864807 1.081268 28.914795 1.069824 91.400000 95.942000
27.915009 1.085297 28.945831 1.087189 91.685000 95.847000
26.679879 1.053697 29.387438 1.056810 133.617000 139.751000
27.421867 1.040663 29.008237 1.052016 130.403000 131.720000
27.072057 1.060055 29.081916 1.071894 141.047000 145.267000
27.120696 1.037111 28.029805 1.048404 132.439000 133.432000
27.570719 1.054906 28.772777 1.073155 139.142000 144.504000
26.645439 1.020579 28.032263 1.043712 132.689000 136.479000
28.001315 1.057862 28.965588 1.068298 144.812000 147.927000
26.191806 1.023096 28.269251 1.046475 137.616000 140.601000
28.018982 1.062330 28.990430 1.072370 145.160000 148.371000
26.276915 1.026902 24.542656 1.054429 136.569000 138.250000
27.946202 1.060418 27.572414 1.064904 143.353000 146.785000
26.190011 1.017653 24.913847 1.054304 136.953000 140.223000
27.991760 1.061933 27.397393 1.065534 140.815000 144.978000
26.142121 1.031632 25.040299 1.052872 136.950000 140.128000
27.921701 1.053915 27.062309 1.067129 136.473000 141.744000
26.170532 1.034898 25.420359 1.041611 138.761000 142.437000
28.010010 1.061231 26.752793 1.061200 134.379000 137.653000
26.092909 1.026082 25.639026 1.059132 139.903000 144.219000
28.006374 1.053451 26.378879 1.063888 130.002000 135.434000
26.072620 1.038647 25.896018 1.061230 138.785000 142.981000
27.965830 1.049032 26.186040 1.057821 123.419000 124.990000
26.042592 1.052258 26.217393 1.071056 140.379000 144.219000
28.016007 1.043018 25.777655 1.057514 112.638000 113.930000
26.135285 1.041611 26.589502 1.067215 137.808000 141.461000
28.009430 1.041211 25.683841 1.056470 105.702000 107.949000
26.008682 1.053639 26.827185 1.062917 138.123000 142.440000
28.033982 1.024707 25.323515 1.054951 105.704000 104.550000
26.046271 1.065284 27.156477 1.062629 133.558000 136.963000
28.041715 1.045450 24.977298 1.056559 122.942000 123.771000
26.258763 1.051010 27.515513 1.066237 128.349000 132.449000
27.811252 1.034591 24.622665 1.056718 128.689000 131.814000
26.596154 1.044537 27.948132 1.063365 137.492000 141.937000
27.481086 1.039449 24.385203 1.055746 129.857000 132.766000
27.037708 1.059066 28.261613 1.068128 139.645000 143.842000
27.207394 1.027644 24.261590 1.044827 132.620000 135.147000
27.766802 1.063174 28.597726 1.073305 143.326000 146.024000
26.427191 1.025420 28.052456 1.042114 133.330000 136.384000
27.982386 1.062594 28.958432 1.063753 144.781000 149.074000
26.188049 1.029175 28.097595 1.040192 137.520000 140.791000
27.919067 1.056152 28.987823 1.067169 144.656000 148.656000
26.055368 1.024198 24.540539 1.053800 135.170000 138.921000
28.003250 1.066657 27.353985 1.068976 141.736000 145.455000
25.989807 1.022430 24.833466 1.061432 136.881000 140.000000
27.981013 1.054964 27.241754 1.070376 137.805000 141.172000
26.016275 1.032133 25.051158 1.053373 138.285000 141.080000
27.912607 1.048074 26.887910 1.061959 137.045000 140.317000
26.078592 1.030180 25.431010 1.059446 139.237000 142.437000
28.009974 1.052889 26.540519 1.064760 132.760000 135.872000
26.041400 1.034908 25.800953 1.064296 139.426000 144.219000
28.048574 1.049534 26.434462 1.060887 128.026000 130.676000
26.237780 1.041805 26.075762 1.062160 142.440000 144.218000
28.001170 1.047860 26.087825 1.051858 121.421000 122.920000
26.101820 1.037801 26.389842 1.063619 138.667000 144.313000
28.081315 1.036963 25.633607 1.054328 108.637000 108.710000
26.034308 1.039513 26.836852 1.061941 140.475000 142.506000
27.984997 1.046539 25.633375 1.048889 106.371000 106.045000
26.089661 1.054291 26.947784 1.067871 136.317000 138.162000
28.077454 1.029663 25.267578 1.055328 109.895000 115.378000
25.998801 1.064394 27.200921 1.061465 129.716000 133.402000
27.959655 1.045527 24.688794 1.055567 125.514000 128.511000
26.260649 1.049943 27.480237 1.068344 129.714000 133.401000
27.826709 1.030443 24.722472 1.057085 114.543000 114.977000
27.874862 1.077063 28.845663 1.078589 92.451000 92.536000
27.890356 1.088041 28.901920 1.079344 91.783000 93.488000
27.842178 1.074378 28.914297 1.078376 95.103000 92.441000
27.911667 1.081445 28.866648 1.074792 93.118000 92.890000
27.889505 1.074533 28.919207 1.074197 96.038000 93.161000
27.888164 1.083736 28.926947 1.080959 95.597000 92.109000
27.845809 1.085456 28.852590 1.076941 94.130000 93.559000
27.871248 1.083178 28.906178 1.080248 91.954000 92.112000
27.863366 1.073990 28.900673 1.081619 91.592000 93.559000
27.811992 1.077175 28.900397 1.078548 94.132000 92.225000
27.896995 1.075143 28.889376 1.068063 95.937000 92.393000
26.150338 1.059080 28.143620 1.065275 135.052000 141.011000
28.005514 1.028459 28.485258 1.051286 102.368000 116.786000
26.036301 1.041113 24.946545 1.075963 130.064000 135.156000
27.950947 1.043194 25.690755 1.054882 125.132000 128.035000
26.324515 1.045901 25.250539 1.071076 132.796000 134.542000
27.735343 1.045471 25.559069 1.052734 129.961000 132.291000
26.690898 1.048314 25.440824 1.073087 141.167000 139.528000
27.328250 1.034558 25.386209 1.058398 131.197000 134.100000
27.256380 1.066276 25.535319 1.075888 140.096000 145.077000
26.899103 1.030637 24.279004 1.049254 131.331000 134.385000
27.909300 1.057525 27.117659 1.071441 144.591000 145.552000
26.330917 1.030337 28.229533 1.048252 134.984000 137.623000
28.008443 1.062413 28.952691 1.074315 145.987000 149.921000
26.115814 1.027588 28.637024 1.046631 139.424000 143.931000
28.016474 1.054781 28.923764 1.062044 144.590000 147.451000
26.183511 1.024626 28.504154 1.051023 137.047000 140.348000
27.971364 1.053807 28.987176 1.065220 141.963000 145.549000
26.073565 1.025356 24.911888 1.052150 136.501000 141.104000
28.066549 1.051579 27.104112 1.063481 139.518000 140.791000
26.019165 1.028503 25.296234 1.049225 138.569000 141.461000
27.933461 1.057072 26.967393 1.063694 136.281000 139.839000
26.098642 1.038603 25.578684 1.062162 140.379000 142.532000
28.001333 1.050084 26.615432 1.062413 134.345000 135.555000
26.003274 1.021849 25.844644 1.056486 141.966000 145.171000
28.030508 1.051823 26.251234 1.062993 127.775000 129.439000
26.144710 1.038629 26.119320 1.066064 142.185000 143.744000
27.958511 1.048194 25.703890 1.054968 119.515000 121.776000
26.014977 1.038226 26.469592 1.065142 138.857000 140.820000
28.005834 1.051005 25.809676 1.051768 106.558000 107.854000
25.947793 1.049352 26.629469 1.063969 139.143000 143.270000
28.025339 1.035729 25.377172 1.055476 106.846000 106.044000
25.924240 1.055226 26.946935 1.069264 135.079000 138.009000
28.024867 1.031692 24.985732 1.054397 123.229000 120.284000
26.153434 1.047839 27.421454 1.068072 130.540000 133.688000
27.957656 1.040375 24.905563 1.054872 129.390000 128.606000
26.404065 1.042774 27.687461 1.058277 132.796000 137.437000
27.603796 1.043041 24.449495 1.058545 129.700000 131.650000
26.872217 1.066075 28.061115 1.068333 142.380000 145.362000
27.196107 1.021489 24.252315 1.054724 131.867000 132.888000
27.530904 1.050984 28.341670 1.070911 140.570000 142.601000
26.780531 1.032574 27.804620 1.046857 133.736000 135.241000
27.923324 1.062824 28.915376 1.064320 146.087000 150.302000
26.195151 1.026416 28.155821 1.047900 136.377000 138.193000
27.996277 1.057630 28.969983 1.064466 146.657000 149.445000
27.227609 1.017352 28.258755 1.036303 138.949000 144.123000
28.007111 1.061872 28.995435 1.063032 144.657000 147.793000
26.115043 1.024249 24.711892 1.054309 135.833000 139.649000
27.936976 1.053451 27.314378 1.066879 141.233000 144.216000
26.038711 1.026265 24.993830 1.055592 138.664000 141.148000
27.962300 1.064714 27.093726 1.068376 138.089000 142.122000
26.095246 1.026292 25.232679 1.058793 138.474000 142.222000
27.957479 1.056993 26.859561 1.063463 135.999000 139.175000
26.079347 1.046860 25.673835 1.056199 140.283000 142.982000
27.977193 1.054674 26.622252 1.060015 130.380000 135.206000
26.310819 1.037797 25.898289 1.051011 143.488000 142.886000
28.068182 1.044352 26.261249 1.063518 125.419000 128.701000
26.264367 1.033091 26.183650 1.069131 142.280000 144.313000
27.988221 1.038691 25.863383 1.054530 115.665000 119.969000
26.056786 1.043811 26.468219 1.063494 139.427000 142.452000
28.092354 1.045677 25.591078 1.054192 106.751000 106.806000
26.039502 1.060673 26.659286 1.075108 137.525000 140.060000
28.057145 1.056861 25.482117 1.065009 100.516000 98.113000
27.921336 1.085597 28.905890 1.082973 92.069000 92.796000
27.840530 1.081305 28.869161 1.076606 95.083000 96.002000
27.916214 1.087762 28.915598 1.080926 91.879000 93.654000
27.898722 1.083383 28.926592 1.085580 93.574000 96.781000
27.860545 1.085506 28.911017 1.077754 91.958000 93.922000
27.939194 1.083106 28.921743 1.078864 92.907000 97.146000
27.892131 1.087978 28.922034 1.082912 92.451000 94.018000
27.869521 1.072394 28.864278 1.074775 91.592000 97.145000
27.930954 1.081659 28.928904 1.076135 93.770000 94.686000
27.936996 1.085456 28.922140 1.083289 91.974000 97.068000
27.984980 1.074714 28.919713 1.074287 124.278000 127.013000
26.097168 1.032501 27.852997 1.063629 141.424000 144.504000
28.073477 1.045842 29.019708 1.056523 114.396000 121.716000
26.290317 1.047904 26.400179 1.066001 138.883000 141.499000
27.987488 1.042755 25.623230 1.052216 105.704000 108.424000
26.207084 1.053103 26.752831 1.066805 139.777000 141.843000
28.096039 1.036987 25.227600 1.048187 104.369000 107.408000
26.017086 1.069116 27.147237 1.070703 135.366000 137.019000
28.050167 1.038223 25.153764 1.056716 123.324000 124.249000
26.206468 1.044995 27.369594 1.068096 131.967000 132.164000
27.809478 1.039739 24.620130 1.054906 129.009000 132.031000
26.538317 1.044861 27.852938 1.064086 132.829000 137.181000
27.597725 1.042085 24.383085 1.056643 130.176000 133.077000
26.834912 1.056589 28.221096 1.066415 143.141000 145.933000
27.298897 1.024998 24.218347 1.051123 132.344000 133.744000
27.563794 1.059104 28.436996 1.070455 143.963000 144.602000
26.856539 1.016882 28.426467 1.040840 132.818000 137.337000
27.941462 1.060531 28.967935 1.070144 146.942000 149.825000
26.270506 1.017686 28.255830 1.040757 136.567000 140.249000
27.966695 1.062120 29.003211 1.063402 146.371000 150.911000
27.501007 1.020345 28.318595 1.046865 139.235000 140.507000
28.012721 1.064438 28.996133 1.071457 144.467000 147.965000
26.166626 1.032548 24.668478 1.046281 136.407000 139.776000
27.980922 1.053482 27.431597 1.072647 141.042000 144.598000
26.094658 1.018054 25.282930 1.049273 138.091000 141.840000
28.034999 1.062393 26.741280 1.070663 137.806000 141.741000
26.023613 1.032336 26.236471 1.056170 139.426000 141.269000
28.057806 1.050609 26.745751 1.065623 136.377000 136.919000
26.141453 1.030235 26.197026 1.063254 140.283000 143.934000
28.008886 1.049479 26.806695 1.060252 130.214000 133.054000
26.203404 1.039024 26.057012 1.056235 142.756000 145.550000
28.055548 1.047954 26.817102 1.061046 126.847000 127.084000
26.126884 1.035266 26.140464 1.067919 140.822000 145.074000
28.014456 1.042711 24.575344 1.056017 115.442000 113.740000
26.118583 1.038104 24.414929 1.071856 137.336000 141.366000
27.977870 1.043594 25.488302 1.053848 107.609000 107.092000
25.995599 1.057879 26.778884 1.062487 138.383000 142.699000
28.069266 1.025315 25.269661 1.054338 104.560000 107.664000
26.004341 1.061805 27.099135 1.060859 131.561000 137.182000
27.961125 1.040715 24.840078 1.054052 122.752000 125.104000
26.327463 1.043989 27.626506 1.062146 130.736000 132.903000
27.815722 1.041709 24.738633 1.049308 130.150000 131.434000
26.655865 1.039274 28.051919 1.063625 135.744000 139.528000
27.506559 1.040470 24.455375 1.054937 130.748000 133.174000
27.162015 1.059811 28.340009 1.076716 141.046000 144.316000
27.058009 1.018231 24.282876 1.042464 133.355000 135.528000
27.779191 1.062746 28.555951 1.070863 144.185000 147.612000
26.543390 1.023800 27.894519 1.047545 134.948000 137.051000
27.977865 1.062046 28.920648 1.065892 145.959000 150.018000
26.182656 1.022795 28.498478 1.046690 140.757000 141.363000
28.002197 1.060974 28.970306 1.076416 145.896000 149.422000
26.127747 1.025238 28.251434 1.045074 137.236000 140.413000
28.014883 1.066594 28.962701 1.064305 143.232000 145.738000
26.090310 1.035002 25.031780 1.053953 137.330000 141.555000
27.970042 1.054330 27.209294 1.062447 139.959000 143.169000
26.083287 1.030052 25.159833 1.058402 139.141000 140.983000
28.038132 1.064460 26.882333 1.066596 137.711000 139.595000
26.112313 1.026853 25.428385 1.055418 139.426000 142.984000
28.084768 1.052830 26.576980 1.064793 134.092000 137.014000
26.142739 1.035826 25.838663 1.054289 142.347000 144.410000
28.009013 1.051339 26.180721 1.059670 129.550000 132.580000
26.301485 1.045333 25.872890 1.071060 138.883000 144.030000
28.069727 1.056630 26.120985 1.069569 94.419000 96.878000
27.860248 1.070665 28.892613 1.076738 92.336000 92.892000
27.961533 1.076654 28.848429 1.083001 96.420000 96.099000
27.900100 1.083899 28.902151 1.080664 94.263000 94.322000
27.965434 1.076808 28.902472 1.085597 96.037000 97.257000
27.853525 1.081338 28.840746 1.069894 96.514000 96.289000
27.962936 1.083368 28.912455 1.088159 92.927000 96.522000
27.890757 1.083261 28.929156 1.080789 93.847000 92.710000
27.847881 1.085689 28.871314 1.083705 92.718000 94.797000
27.905380 1.087561 28.920645 1.087287 96.610000 92.511000
27.927628 1.085778 28.936319 1.085260 95.275000 92.893000
27.887544 1.074969 28.892323 1.075884 138.661000 140.982000
26.133946 1.029807 28.051564 1.052848 138.664000 141.650000
27.999039 1.054279 29.028049 1.060535 135.902000 139.174000
26.167724 1.027207 25.649757 1.056412 139.140000 144.030000
28.011068 1.055406 26.657256 1.067369 130.499000 133.055000
26.078013 1.033522 25.892591 1.062605 143.582000 146.787000
28.012391 1.049207 26.193704 1.055219 126.561000 128.416000
26.186209 1.036761 26.251272 1.059374 142.593000 144.217000
28.077440 1.050281 25.866371 1.057239 115.156000 117.810000
26.072620 1.046154 26.413923 1.062756 138.857000 142.697000
28.022975 1.040786 25.651146 1.057815 107.704000 107.854000
26.181117 1.053064 26.808189 1.074182 140.122000 142.725000
28.126094 1.032198 25.300099 1.055056 105.990000 105.788000
26.125000 1.059662 27.144196 1.071747 135.745000 138.160000
28.081968 1.031857 25.004678 1.056577 123.704000 124.726000
26.332695 1.049822 27.483953 1.059678 131.500000 134.418000
27.888745 1.039381 24.738954 1.057082 129.389000 131.816000
26.586709 1.038835 27.907201 1.064987 135.077000 136.799000
27.679258 1.042621 24.454221 1.052662 131.223000 132.125000
26.965892 1.062632 28.379835 1.065897 141.871000 146.599000
27.125899 1.030393 24.219917 1.052123 131.672000 134.957000
27.712236 1.056226 28.735262 1.065594 143.963000 147.264000
26.587947 1.023367 27.717313 1.036674 134.404000 136.193000
28.029963 1.055605 28.964230 1.068514 147.320000 150.343000
