core_0_pkg core_0_ram core_6_pkg core_6_ram nvd_0 nvd_1
26.239342 1.061296 25.295510 1.075579 142.685000 147.093000
23.954207 1.032424 24.467748 1.052809 135.175000 139.366000
24.205056 1.062550 25.273740 1.076893 138.122000 143.511000
24.394721 1.034346 24.424170 1.046828 135.392000 140.128000
24.168831 1.062672 25.374999 1.064076 134.717000 138.848000
24.717580 1.027696 24.394190 1.053849 136.085000 139.518000
25.852486 1.060078 25.385253 1.068440 131.265000 135.869000
25.249047 1.036482 24.438879 1.060469 139.646000 143.006000
24.128181 1.049732 25.339079 1.066151 124.434000 128.951000
25.602891 1.041664 24.437451 1.068336 140.405000 145.195000
25.009930 1.044821 25.418386 1.062125 111.827000 115.663000
25.946850 1.040663 24.371558 1.072706 136.190000 140.059000
24.821553 1.041645 25.416198 1.060719 104.255000 106.407000
26.278369 1.057651 24.419592 1.074130 136.155000 141.488000
23.944867 1.038098 25.380065 1.053144 116.942000 118.826000
26.226854 1.050380 24.463678 1.075801 129.301000 132.764000
27.883689 1.042795 25.402851 1.052347 128.665000 130.541000
27.227759 1.047040 24.678178 1.074656 135.363000 139.680000
24.045807 1.037117 25.162610 1.053292 129.425000 132.703000
23.678167 1.062466 25.074332 1.078640 138.882000 143.010000
23.649776 1.033584 24.730662 1.043411 132.055000 135.559000
23.951956 1.058478 25.356903 1.078193 144.780000 150.231000
23.349986 1.029836 24.416718 1.044332 136.979000 141.553000
23.983547 1.058940 25.362955 1.079540 141.545000 146.905000
23.382444 1.024959 24.472833 1.058528 135.773000 138.985000
24.045214 1.061648 25.309804 1.074099 138.406000 141.895000
23.561185 1.033382 24.447687 1.053646 136.220000 140.851000
24.032607 1.054395 25.379913 1.073102 134.570000 139.271000
23.449045 1.036122 24.415802 1.056355 136.827000 140.984000
24.023133 1.048477 25.392659 1.066757 129.644000 134.157000
23.713020 1.042378 24.443969 1.062703 140.908000 145.075000
24.090926 1.052503 25.377380 1.058118 122.815000 127.085000
23.299724 1.047505 24.421661 1.065419 140.787000 144.664000
24.068229 1.044287 25.370697 1.061133 106.034000 110.660000
23.748650 1.046920 24.409571 1.068648 135.646000 143.485000
24.081543 1.039499 25.433828 1.057902 103.705000 104.693000
23.512820 1.052678 24.369421 1.072606 131.845000 136.259000
24.097685 1.044733 25.416656 1.056330 125.267000 129.425000
23.403233 1.028084 24.533030 1.073097 131.464000 135.118000
23.939723 1.044337 25.276547 1.052119 129.139000 131.942000
23.981785 1.061744 24.916799 1.075903 140.815000 146.718000
24.221129 1.022195 25.081601 1.048960 130.473000 134.511000
26.077992 1.059506 25.227251 1.075832 141.835000 145.141000
23.750207 1.024901 24.709768 1.051116 133.642000 137.079000
24.403369 1.058159 25.389169 1.075585 141.735000 148.213000
23.644012 1.032623 24.770172 1.055481 132.378000 136.225000
26.228739 1.066053 25.341826 1.086378 90.908000 88.682000
28.438651 1.075108 25.288279 1.090001 91.838000 93.352000
27.961263 1.079507 24.401917 1.090219 90.526000 88.968000
28.191141 1.079705 25.321266 1.086999 91.265000 89.066000
27.853027 1.085052 25.276917 1.088013 90.525000 88.778000
28.153839 1.084167 25.348297 1.085754 92.034000 90.684000
27.964656 1.084902 25.361531 1.092318 89.572000 88.968000
28.144470 1.077118 25.292236 1.089874 87.094000 89.731000
27.873413 1.084930 25.348358 1.092834 88.142000 87.458000
28.188655 1.084170 25.339376 1.087801 87.382000 92.304000
27.714355 1.084534 25.291382 1.092957 87.393000 88.969000
27.884417 1.072111 25.381959 1.082212 88.426000 90.491000
26.978037 1.051367 25.395019 1.064093 135.714000 140.345000
28.379072 1.031244 25.437408 1.059259 111.369000 106.787000
27.054728 1.053168 24.894314 1.074561 129.658000 133.027000
28.080015 1.041165 25.404683 1.054623 123.673000 123.144000
27.213245 1.036383 24.981609 1.067845 130.323000 135.404000
28.306099 1.040796 25.357298 1.056758 128.285000 130.516000
27.111307 1.048015 24.747711 1.073371 133.364000 139.014000
23.938654 1.038276 25.077806 1.055552 129.331000 131.016000
24.088376 1.057252 25.037476 1.080078 138.817000 142.413000
23.851116 1.032819 24.810631 1.052411 130.760000 132.610000
24.415485 1.066785 25.385620 1.078474 142.497000 146.811000
23.613669 1.027484 24.527202 1.055987 134.473000 138.033000
24.041261 1.061508 25.350056 1.071243 143.542000 146.714000
23.917852 1.028676 24.512389 1.049092 135.106000 141.421000
24.341497 1.057754 25.329426 1.075882 141.260000 145.263000
24.310225 1.029468 24.511669 1.053271 135.621000 138.853000
23.933990 1.059463 25.409017 1.075882 136.853000 141.840000
24.585605 1.030593 24.447271 1.056441 136.191000 140.412000
23.893004 1.054153 25.440328 1.074814 134.096000 138.317000
24.872798 1.038076 24.508666 1.059499 137.458000 140.793000
23.920680 1.045848 25.401011 1.057902 132.216000 135.871000
25.118767 1.032003 24.464508 1.065297 139.645000 144.529000
23.941053 1.052961 25.438904 1.065717 124.529000 129.143000
25.445801 1.043231 24.733071 1.058947 138.533000 143.799000
23.901968 1.045874 26.567512 1.064460 115.328000 119.184000
23.753750 1.041469 25.435903 1.068264 136.694000 139.654000
24.030252 1.046426 26.573790 1.057015 104.065000 105.454000
25.978342 1.053709 25.497874 1.074583 138.150000 139.964000
24.003606 1.032444 26.551895 1.054661 98.960000 105.644000
26.397152 1.052140 25.476145 1.073227 128.350000 134.261000
23.870166 1.041600 26.554125 1.059332 120.148000 125.500000
26.713241 1.043259 25.323318 1.068068 128.539000 132.647000
24.058680 1.045186 25.411071 1.055379 128.190000 130.800000
23.575265 1.047986 24.726819 1.076212 137.266000 135.209000
23.851592 1.042379 25.121344 1.055777 129.047000 133.085000
23.733632 1.054931 25.002210 1.075651 139.044000 143.460000
23.884058 1.023906 24.892034 1.049998 131.235000 134.226000
24.100782 1.062274 25.307612 1.077685 143.923000 142.944000
23.432747 1.028241 24.517296 1.053664 133.331000 135.653000
26.100686 1.059095 25.346312 1.075422 144.495000 149.281000
26.503103 1.027171 24.511933 1.055003 139.359000 141.040000
28.070912 1.064048 25.380443 1.076774 142.020000 146.713000
24.062399 1.027427 24.450854 1.046653 135.677000 139.461000
25.060431 1.052562 25.422251 1.075450 138.785000 140.374000
24.310090 1.030629 24.523467 1.056416 136.154000 138.795000
26.522893 1.055526 25.382283 1.068008 136.854000 140.375000
26.271562 1.035366 24.503717 1.060329 137.836000 139.996000
28.103013 1.056922 25.425049 1.071540 132.215000 137.937000
26.483522 1.037040 24.416553 1.058921 138.979000 141.677000
28.280408 1.043008 25.426809 1.068276 127.197000 131.686000
26.674370 1.032953 24.478491 1.065210 140.024000 143.769000
28.162853 1.045113 25.389150 1.058236 121.390000 123.753000
26.460474 1.046045 24.453070 1.067895 138.382000 141.718000
28.157792 1.045264 25.449616 1.058386 105.655000 109.897000
26.225155 1.050258 24.389407 1.071008 137.641000 140.983000
27.977768 1.025935 25.456546 1.056181 102.351000 103.265000
26.466064 1.056946 24.386627 1.072418 132.796000 136.351000
25.260600 1.037412 25.447001 1.053129 120.338000 124.571000
23.453228 1.048364 24.469122 1.069818 127.018000 130.459000
24.101126 1.048127 25.356687 1.050904 127.809000 131.180000
23.356116 1.051220 24.580002 1.076091 129.585000 133.240000
24.061259 1.041832 25.313545 1.049767 123.766000 125.273000
23.889840 1.076821 25.286884 1.085244 90.716000 92.781000
27.759269 1.080802 25.627572 1.092124 87.571000 88.888000
27.905151 1.073591 26.421246 1.088148 88.905000 88.300000
27.736816 1.070343 26.369995 1.087524 87.476000 92.477000
28.012482 1.077606 26.420471 1.092926 87.762000 89.808000
27.784576 1.081451 26.412994 1.087189 90.432000 92.381000
27.944000 1.075745 26.360809 1.086243 87.953000 88.779000
27.784943 1.081268 26.442993 1.087982 92.245000 95.049000
28.009700 1.079348 26.430473 1.092562 89.481000 92.763000
27.799408 1.081116 26.368774 1.090302 92.695000 93.402000
27.975459 1.081637 26.430412 1.088137 90.433000 91.619000
27.871579 1.077735 26.461454 1.084784 132.666000 135.082000
25.068281 1.041282 25.450144 1.063407 138.598000 142.627000
25.507783 1.050763 26.516431 1.066633 127.905000 130.805000
25.421906 1.041430 25.482482 1.062853 138.189000 141.839000
25.428162 1.045093 26.484211 1.056721 121.231000 124.230000
25.623531 1.040533 25.474517 1.067205 139.103000 142.507000
24.221141 1.047890 26.567199 1.060800 104.635000 106.881000
23.389163 1.053346 25.407758 1.069671 135.075000 138.348000
24.825843 1.034547 26.578656 1.060276 102.540000 104.692000
26.386497 1.055392 25.467428 1.073519 135.464000 139.208000
27.893573 1.033659 26.487924 1.048796 118.083000 115.110000
26.299116 1.054532 25.487588 1.075375 128.255000 133.597000
27.880007 1.047124 26.495041 1.053197 126.858000 128.069000
26.941027 1.049349 25.700557 1.068544 132.700000 136.518000
24.184767 1.039324 26.070688 1.057971 129.142000 131.753000
23.651163 1.064027 24.897984 1.069184 139.266000 144.222000
23.697927 1.031348 24.988675 1.057013 129.808000 133.085000
23.843622 1.065803 25.267572 1.081031 140.026000 144.855000
23.435041 1.030695 24.602275 1.046107 131.904000 135.179000
27.667654 1.056777 25.395802 1.076736 145.730000 148.400000
26.280190 1.032041 24.496899 1.057615 136.883000 140.383000
27.909306 1.056377 25.329599 1.076854 143.708000 147.448000
24.059059 1.021617 24.477416 1.056467 136.095000 138.701000
24.399823 1.059376 25.397827 1.078053 140.118000 144.813000
24.324379 1.031722 24.456121 1.050459 136.256000 139.176000
23.923200 1.054578 25.422668 1.075697 137.263000 141.267000
24.756795 1.030595 24.498345 1.054307 138.125000 140.575000
24.270291 1.045004 25.412740 1.066275 134.533000 138.318000
26.239244 1.031704 24.514489 1.064052 139.359000 142.725000
28.248129 1.051060 25.455973 1.069157 129.049000 131.755000
25.530588 1.042838 24.474444 1.063865 141.679000 144.123000
23.955675 1.046725 25.488210 1.066256 122.531000 124.515000
23.617992 1.036584 24.505621 1.064447 138.914000 142.983000
23.972926 1.041270 25.443156 1.055400 104.350000 110.089000
23.436981 1.046849 24.488133 1.072359 135.742000 140.225000
24.278702 1.041496 25.461419 1.055994 103.112000 104.693000
24.394842 1.059330 24.475592 1.067296 134.222000 136.827000
28.166901 1.035153 25.490409 1.055600 121.703000 114.636000
26.475791 1.054811 24.741129 1.069337 128.326000 132.647000
28.046226 1.035948 26.561321 1.060485 126.668000 130.826000
26.983451 1.042176 25.715061 1.071959 131.083000 135.972000
23.978101 1.048305 26.342426 1.056026 128.760000 131.372000
23.717477 1.058904 26.015231 1.079929 142.596000 145.330000
23.746240 1.023472 26.100883 1.052649 130.380000 134.416000
23.868439 1.064797 26.311424 1.077156 138.028000 145.043000
23.535985 1.021015 25.726006 1.050863 132.283000 135.843000
23.996739 1.059575 26.846207 1.077855 146.369000 148.523000
23.523008 1.026241 26.555985 1.048397 137.484000 143.173000
23.999303 1.063664 27.630573 1.078618 143.162000 147.759000
23.506042 1.026733 26.544891 1.056976 136.984000 140.411000
24.032593 1.060303 27.653015 1.074097 140.308000 145.953000
23.276306 1.029175 26.572327 1.052277 136.695000 140.316000
26.305017 1.055925 27.605636 1.067675 136.409000 141.229000
26.421189 1.033230 26.588822 1.058895 138.094000 140.985000
27.954544 1.049719 27.389447 1.072486 135.010000 139.555000
24.895362 1.034137 25.477996 1.055194 139.360000 142.953000
24.674784 1.046554 26.586981 1.066940 129.099000 131.463000
25.166753 1.038037 25.526182 1.065258 140.502000 142.658000
25.313067 1.045340 26.543042 1.063376 121.958000 122.326000
25.618252 1.041333 25.542753 1.071544 138.979000 143.483000
23.955187 1.041429 26.597349 1.061449 112.111000 107.930000
23.401969 1.049179 25.464193 1.073196 137.114000 140.700000
24.052948 1.051514 26.301331 1.062286 91.748000 94.477000
24.507691 1.082805 25.383738 1.083171 93.153000 95.430000
28.141083 1.079559 25.332123 1.085693 89.383000 88.683000
28.070343 1.077789 25.402710 1.090027 93.152000 93.619000
28.137726 1.079163 25.399261 1.091949 90.128000 90.017000
28.062836 1.083923 25.371826 1.085052 91.653000 92.380000
28.119965 1.074921 25.402496 1.087677 90.052000 90.017000
28.067286 1.085787 25.345388 1.090060 93.081000 92.380000
28.156985 1.078934 25.417064 1.087540 90.701000 88.696000
28.027431 1.077743 25.404530 1.090134 92.413000 90.969000
27.911469 1.077118 25.358154 1.089905 92.512000 94.668000
27.965174 1.084048 25.401937 1.090243 91.555000 90.492000
28.167049 1.070287 25.431335 1.080418 143.135000 146.498000
24.061580 1.032650 24.490258 1.055172 135.400000 139.176000
24.055542 1.061798 25.449127 1.076202 140.785000 143.037000
23.500807 1.033781 24.525281 1.056913 136.856000 139.651000
24.079734 1.057593 25.416656 1.071662 137.170000 140.600000
23.579573 1.035185 24.528332 1.053678 137.617000 140.888000
24.035527 1.051945 25.415507 1.069615 134.569000 136.321000
23.424986 1.037044 24.516015 1.054897 139.486000 143.363000
25.268959 1.051805 25.459331 1.067003 128.764000 132.706000
25.192640 1.034715 24.454186 1.062455 140.974000 143.959000
25.003147 1.047990 25.464732 1.062242 120.755000 123.658000
25.579709 1.032788 24.483751 1.069317 140.500000 143.103000
24.793457 1.038957 25.430949 1.058977 105.018000 108.787000
26.018182 1.050733 24.512270 1.068951 136.123000 139.584000
24.580415 1.039629 25.451091 1.057849 102.541000 105.836000
26.112806 1.054067 24.487579 1.072560 136.002000 138.896000
25.153901 1.040319 25.504316 1.055608 117.990000 118.919000
26.729407 1.051936 24.460777 1.068994 129.088000 133.218000
24.425611 1.045450 25.479545 1.057139 127.429000 128.830000
26.948491 1.044723 24.678266 1.074171 131.370000 134.261000
24.229966 1.038653 25.309880 1.054889 129.522000 132.254000
27.339821 1.059049 24.957823 1.077450 142.408000 144.057000
23.812232 1.033183 25.046534 1.054638 130.949000 133.301000
27.488366 1.052441 25.195988 1.070110 141.072000 144.627000
23.498707 1.026953 24.745601 1.051673 133.426000 136.511000
24.844838 1.064259 25.439209 1.076039 144.753000 150.112000
23.691244 1.029101 24.498668 1.046222 137.388000 140.981000
24.212540 1.060865 25.454682 1.076856 144.277000 147.640000
24.014683 1.026693 24.558836 1.052785 137.114000 139.841000
24.520888 1.060535 25.415405 1.071461 140.854000 144.691000
24.423620 1.025344 24.539372 1.058119 136.444000 138.891000
24.337059 1.053636 25.422923 1.072344 138.311000 140.981000
24.808422 1.033398 24.561448 1.048168 136.541000 139.842000
24.418854 1.047689 25.489584 1.068503 135.580000 137.462000
26.355807 1.034873 24.488787 1.060447 138.855000 141.652000
28.015193 1.046371 25.502585 1.066879 129.621000 132.992000
26.468654 1.042710 24.843311 1.068405 143.043000 146.051000
27.944763 1.043470 26.568709 1.059888 123.530000 127.881000
25.617194 1.039042 25.561409 1.070993 140.121000 143.323000
24.204354 1.048664 26.640097 1.058186 109.632000 114.637000
26.018313 1.046250 25.503641 1.072281 136.099000 139.654000
23.945983 1.037368 26.635200 1.059890 104.542000 105.455000
26.197030 1.058378 25.537363 1.072904 135.215000 139.248000
28.136820 1.028347 26.585984 1.052517 109.947000 107.473000
26.287698 1.051206 25.564433 1.075254 130.229000 132.076000
24.890254 1.048308 26.573467 1.055053 124.789000 126.772000
25.241111 1.042507 25.693994 1.074091 133.746000 135.497000
23.967533 1.044100 26.479647 1.055483 128.974000 131.970000
24.606861 1.059568 25.960601 1.075772 142.312000 144.722000
23.870357 1.034071 26.156921 1.051833 130.378000 133.274000
24.929874 1.056062 26.332972 1.078400 142.442000 142.888000
23.667882 1.024166 25.786864 1.047635 133.711000 134.511000
25.212978 1.058094 26.578787 1.078144 145.039000 150.017000
23.510946 1.024703 25.607989 1.053450 136.091000 142.125000
25.437653 1.059406 26.512806 1.070606 144.275000 148.590000
26.297333 1.036194 25.624237 1.056366 137.780000 140.032000
28.224391 1.047304 26.533989 1.074099 142.755000 146.974000
24.351301 1.030017 25.608213 1.055651 137.962000 141.269000
24.058420 1.059640 26.598235 1.074105 138.151000 141.554000
23.471600 1.029962 25.555785 1.058435 137.363000 141.841000
24.059999 1.058303 26.291872 1.073135 136.663000 140.983000
23.446674 1.036078 24.536707 1.060980 137.522000 139.937000
23.973349 1.065406 25.411774 1.067786 89.382000 89.268000
26.243060 1.079875 25.433970 1.089580 88.812000 90.952000
27.800354 1.071686 25.409302 1.092468 89.477000 88.698000
27.795100 1.077059 25.372762 1.090395 88.429000 92.761000
28.192688 1.082092 25.403198 1.092743 89.097000 90.209000
27.803797 1.083742 25.435842 1.090273 88.335000 90.781000
27.876801 1.073669 25.379547 1.086365 89.361000 88.794000
27.953145 1.083622 25.424876 1.089970 89.003000 93.239000
27.813141 1.077576 25.417419 1.086243 88.906000 90.109000
27.906586 1.083771 25.355652 1.085724 89.289000 90.969000
27.825897 1.064819 25.410889 1.090424 93.655000 95.049000
27.982574 1.083740 25.463287 1.092377 90.147000 93.716000
27.543100 1.060409 25.032407 1.068587 140.571000 145.641000
23.786765 1.029688 24.948047 1.054041 131.331000 134.415000
28.082291 1.056533 25.376661 1.071852 140.634000 144.979000
23.347675 1.020976 24.619454 1.050640 134.189000 135.748000
24.049718 1.057988 25.470836 1.077488 145.635000 149.445000
23.402968 1.026884 24.567944 1.050138 140.025000 143.617000
24.018755 1.055849 25.412038 1.076967 143.733000 147.284000
23.510468 1.019714 24.570038 1.048340 136.094000 140.603000
24.053088 1.058443 25.408254 1.061251 140.975000 143.796000
23.563582 1.029753 24.557934 1.053434 138.535000 140.889000
24.931155 1.056139 25.838701 1.072435 137.646000 141.457000
24.894782 1.034808 25.513305 1.054797 138.254000 141.460000
25.469656 1.048629 26.594794 1.069595 134.475000 136.891000
25.160678 1.035754 25.572783 1.059619 140.692000 143.324000
24.653487 1.048837 26.542754 1.064370 128.192000 131.401000
25.449910 1.034572 25.564473 1.061702 140.663000 142.856000
25.218046 1.046430 26.606276 1.063672 119.294000 124.396000
25.770269 1.037675 25.495218 1.066696 138.754000 142.735000
24.081748 1.043860 26.316076 1.056098 105.398000 106.978000
23.348912 1.051297 24.519918 1.073390 137.050000 139.560000
24.957702 1.031982 25.458234 1.058107 104.065000 104.788000
26.273075 1.050010 24.497637 1.076499 133.370000 136.638000
24.120656 1.036485 25.447032 1.057390 123.296000 118.157000
23.347696 1.052537 24.522820 1.071152 130.420000 132.646000
24.000079 1.046479 25.477510 1.059114 128.000000 129.592000
25.061901 1.041962 24.670871 1.068938 132.603000 137.874000
24.017524 1.043550 25.308281 1.058322 129.237000 131.943000
23.638576 1.057590 25.004477 1.076052 141.834000 145.196000
23.851448 1.034524 24.962297 1.052468 131.235000 133.844000
23.925199 1.063504 25.346265 1.076870 142.250000 145.386000
23.380767 1.019287 24.662880 1.055055 133.521000 136.033000
24.743934 1.064078 25.391224 1.077262 146.656000 149.064000
26.372514 1.029323 24.533929 1.057857 139.108000 143.360000
28.187913 1.055945 25.449982 1.074836 143.990000 148.494000
23.992366 1.029614 24.506731 1.054913 136.474000 140.796000
25.161361 1.057821 25.455068 1.074423 140.949000 145.194000
24.279104 1.030774 24.477465 1.055218 137.836000 141.554000
24.793690 1.058643 25.478852 1.075306 137.263000 140.980000
24.860755 1.034930 24.564586 1.057757 138.636000 142.412000
25.431285 1.052690 25.437785 1.065264 136.092000 137.748000
25.017411 1.037461 24.528130 1.061387 140.692000 143.427000
24.391882 1.046218 25.480795 1.069595 130.000000 131.374000
25.492512 1.034499 24.485723 1.067915 141.450000 142.695000
24.166524 1.049425 25.509167 1.063463 122.720000 122.516000
25.732012 1.046681 24.511626 1.067464 139.105000 143.269000
23.929190 1.037207 25.460755 1.055854 108.798000 107.567000
23.475537 1.050300 24.513844 1.070988 140.064000 139.394000
24.060756 1.035748 25.530202 1.058761 103.970000 104.997000
23.502878 1.059679 24.467127 1.075457 135.023000 139.087000
25.375427 1.035016 25.534730 1.060376 113.347000 123.464000
23.307395 1.049814 24.681239 1.073709 129.374000 132.932000
24.054598 1.045684 25.519422 1.060699 126.764000 130.732000
26.574257 1.045221 24.729588 1.072197 135.743000 136.827000
28.248076 1.041910 25.293804 1.053538 130.378000 131.873000
27.631630 1.063956 25.007657 1.078847 142.787000 143.715000
23.876457 1.031167 25.031652 1.052469 131.998000 133.844000
23.945191 1.057588 25.288690 1.074433 142.214000 144.665000
23.704521 1.028105 24.734854 1.052764 133.616000 136.034000
24.063255 1.066382 25.415893 1.070502 146.084000 150.490000
23.429427 1.027830 24.552228 1.059629 137.929000 140.790000
24.836754 1.059095 25.469788 1.077863 144.277000 147.832000
23.861061 1.032082 24.494001 1.058938 138.254000 139.650000
25.005366 1.071760 25.451447 1.084119 90.700000 91.522000
28.143916 1.084566 25.428518 1.088259 94.035000 94.954000
28.026184 1.083923 25.349426 1.087738 92.486000 95.813000
28.123709 1.075413 25.407939 1.090672 92.890000 92.762000
27.781414 1.079219 25.422262 1.090175 93.940000 94.477000
28.045680 1.084170 25.357503 1.084170 90.698000 89.363000
28.051208 1.066681 25.409668 1.087708 93.271000 93.142000
28.163234 1.083956 25.401113 1.085421 88.887000 90.585000
27.909546 1.079803 25.356384 1.083679 91.649000 90.664000
28.132233 1.083466 25.412415 1.091736 88.810000 90.115000
27.908386 1.082184 25.366760 1.086090 88.901000 88.983000
27.990417 1.065496 25.442657 1.077763 90.791000 92.570000
26.421340 1.051915 24.504126 1.066777 137.556000 141.367000
28.371041 1.035488 25.498616 1.052181 110.964000 109.072000
26.297485 1.053925 24.485291 1.078003 132.512000 135.689000
27.931573 1.043576 25.533165 1.054654 124.502000 126.963000
26.941153 1.044941 24.539973 1.069995 131.179000 133.406000
23.917788 1.045016 25.456686 1.056339 129.902000 132.254000
23.805813 1.054159 24.863267 1.071669 138.631000 140.608000
23.811176 1.034638 25.112274 1.057108 131.426000 133.275000
23.828987 1.062658 25.149329 1.076299 139.742000 143.429000
23.603752 1.029368 24.894200 1.051860 132.092000 135.463000
23.985012 1.062541 25.395487 1.069530 145.991000 148.521000
