0,222222;0,250000;0,283333;0,272222;0,283333
0,138889;0,372222;0,094444;0,222222;0,116667
0,361111;0,316667;0,172222;0,411111;0,183333
0,294444;0,338889;0,322222;0,327778;0,366667
0,272222;0,333333;0,338889;0,350000;0,305556
0,438889;0,388889;0,333333;0,494444;0,433333
0,438889;0,427778;0,416667;0,416667;0,361111
0,522222;0,216667;0,511111;0,411111;0,511111
0,505556;0,516667;0,405556;0,500000;0,472222
0,388889;0,450000;0,544444;0,605556;0,566667
0,438889;0,438889;0,427778;0,538889;0,555556
0,466667;0,494444;0,516667;0,550000;0,527778
0,488889;0,538889;0,538889;0,538889;0,561111
0,472222;0,605556;0,494444;0,511111;0,422222
0,544444;0,488889;0,511111;0,583333;0,611111
0,522222;0,444444;0,611111;0,511111;0,555556
0,572222;0,505556;0,533333;0,583333;0,538889
0,588889;0,466667;0,572222;0,511111;0,605556
0,661111;0,577778;0,605556;0,616667;0,555556
0,577778;0,555556;0,533333;0,661111;0,605556
0,627778;0,661111;0,566667;0,644444;0,583333
0,600000;0,544444;0,522222;0,572222;0,588889
0,627778;0,633333;0,638889;0,511111;0,627778
0,661111;0,633333;0,622222;0,694444;0,494444
0,633333;0,700000;0,700000;0,655556;0,616667
0,700000;0,638889;0,705556;0,688889;0,583333
0,633333;0,688889;0,683333;0,700000;0,705556
0,600000;0,722222;0,616667;0,733333;0,661111
0,616667;0,600000;0,572222;0,744444;0,677778
0,455556;0,661111;0,627778;0,733333;0,722222
0,716667;0,661111;0,661111;0,711111;0,661111
0,522222;0,683333;0,700000;0,738889;0,716667
0,638889;0,672222;0,683333;0,744444;0,761111
0,655556;0,577778;0,716667;0,594444;0,488889
0,705556;0,627778;0,600000;0,733333;0,661111
0,711111;0,627778;0,722222;0,700000;0,761111
0,722222;0,716667;0,622222;0,777778;0,677778
0,705556;0,716667;0,738889;0,650000;0,633333
0,705556;0,744444;0,761111;0,827778;0,688889
0,677778;0,755556;0,677778;0,794444;0,755556
0,727778;0,694444;0,788889;0,811111;0,527778
0,716667;0,633333;0,755556;0,827778;0,716667
0,772222;0,638889;0,794444;0,816667;0,794444
0,750000;0,755556;0,772222;0,822222;0,800000
0,733333;0,744444;0,744444;0,783333;0,783333
0,733333;0,733333;0,677778;0,794444;0,805556
0,766667;0,777778;0,805556;0,800000;0,794444
0,761111;0,755556;0,805556;0,800000;0,811111
0,783333;0,750000;0,827778;0,816667;0,827778
0,761111;0,755556;0,827778;0,816667;0,783333
0,766667;0,772222;0,844444;0,805556;0,672222
0,583333;0,750000;0,305556;0,816667;0,772222
0,783333;0,750000;0,805556;0,800000;0,816667
0,783333;0,755556;0,816667;0,822222;0,800000
0,772222;0,766667;0,822222;0,800000;0,783333
0,772222;0,761111;0,855556;0,800000;0,783333
0,788889;0,755556;0,855556;0,811111;0,788889
0,772222;0,722222;0,838889;0,800000;0,794444
0,788889;0,738889;0,844444;0,800000;0,788889
0,772222;0,750000;0,861111;0,822222;0,777778
0,783333;0,755556;0,850000;0,816667;0,788889
0,772222;0,755556;0,833333;0,811111;0,811111
0,755556;0,750000;0,855556;0,805556;0,794444
0,755556;0,755556;0,833333;0,811111;0,661111
0,777778;0,750000;0,816667;0,805556;0,794444
0,772222;0,761111;0,811111;0,805556;0,761111
0,777778;0,744444;0,844444;0,816667;0,777778
0,766667;0,755556;0,833333;0,805556;0,783333
0,772222;0,750000;0,833333;0,800000;0,788889
0,772222;0,755556;0,838889;0,805556;0,783333
0,800000;0,766667;0,838889;0,800000;0,772222
0,761111;0,766667;0,822222;0,805556;0,766667
0,777778;0,761111;0,838889;0,827778;0,772222
0,777778;0,755556;0,827778;0,811111;0,794444
0,783333;0,761111;0,833333;0,800000;0,800000
0,777778;0,755556;0,833333;0,811111;0,783333
0,777778;0,755556;0,827778;0,805556;0,788889
0,777778;0,772222;0,833333;0,827778;0,788889
0,772222;0,755556;0,827778;0,816667;0,794444
0,777778;0,761111;0,838889;0,816667;0,788889
0,788889;0,755556;0,822222;0,811111;0,794444
0,766667;0,761111;0,822222;0,822222;0,788889
0,777778;0,761111;0,827778;0,805556;0,788889
0,777778;0,744444;0,822222;0,822222;0,783333
0,777778;0,750000;0,827778;0,822222;0,805556
0,772222;0,761111;0,822222;0,822222;0,794444
0,777778;0,766667;0,827778;0,816667;0,794444
0,800000;0,766667;0,838889;0,822222;0,772222
0,766667;0,750000;0,838889;0,827778;0,777778
0,777778;0,766667;0,827778;0,816667;0,777778
0,800000;0,755556;0,838889;0,794444;0,783333
0,794444;0,750000;0,827778;0,794444;0,783333
0,766667;0,755556;0,838889;0,800000;0,783333
0,783333;0,755556;0,844444;0,816667;0,783333
0,772222;0,750000;0,833333;0,811111;0,783333
0,761111;0,750000;0,838889;0,811111;0,783333
0,783333;0,761111;0,838889;0,811111;0,777778
0,755556;0,744444;0,855556;0,822222;0,788889
0,766667;0,750000;0,844444;0,805556;0,783333
0,788889;0,761111;0,844444;0,822222;0,783333
