37.032027,36.975767,36.881615,37.035256,37.046741
35.463025,35.559516,35.404378,35.574494,35.528455
35.490959,35.578534,35.426419,35.601918,35.531229
35.488980,35.594166,35.432399,35.601318,35.530532
35.474989,35.578549,35.408588,35.591678,35.498176
35.471328,35.578689,35.415834,35.593971,35.548972
35.492211,35.578618,35.418638,35.580696,35.525686
35.477193,35.575296,35.404058,35.595545,35.515202
35.493032,35.586544,35.411590,35.651855,35.549410
35.478628,35.576524,35.419159,35.650457,35.539654
35.469032,35.569188,35.416006,35.638479,35.530182
35.482871,35.577423,35.438870,35.655041,35.546628
35.487764,35.578316,35.493760,35.657005,35.522224
35.478096,35.567978,35.483493,35.653148,35.509590
35.482120,35.593211,35.493499,35.648704,35.545994
35.491695,35.600659,35.482492,35.641187,35.526009
35.488598,35.567484,35.473680,35.652368,35.514102
35.498916,35.571772,35.478822,35.641513,35.531182
35.491120,35.569657,35.492768,35.655930,35.529101
35.447707,35.563077,35.465797,35.637032,35.524269
35.487883,35.574613,35.503834,35.655609,35.533858
35.486971,35.580333,35.505716,35.661900,35.544586
35.473630,35.553566,35.469342,35.642248,35.517402
35.501983,35.583914,35.498382,35.645786,35.538460
35.482681,35.580309,35.500569,35.646868,35.514566
35.455936,35.568009,35.471134,35.650765,35.513345
35.491252,35.569414,35.492377,35.662485,35.549009
35.483615,35.584043,35.506440,35.659743,35.537212
35.471882,35.565291,35.480644,35.641567,35.522500
35.490903,35.578652,35.499111,35.650073,35.527572
35.489803,35.598437,35.490769,35.647885,35.545583
35.483373,35.561389,35.479033,35.640043,35.526630
35.542930,35.580238,35.492253,35.650246,35.539711
35.479258,35.582458,35.493146,35.646025,35.533804
35.477133,35.564012,35.468352,35.636006,35.527323
35.479139,35.577473,35.487357,35.649510,35.546172
35.489735,35.579833,35.485019,35.649638,35.543626
35.472270,35.555034,35.466102,35.635951,35.531998
35.487963,35.582533,35.490306,35.647462,35.538194
35.494772,35.587124,35.486122,35.649412,35.544455
35.471871,35.559684,35.477613,35.636400,35.525065
35.504596,35.586389,35.488890,35.654174,35.535813
35.484566,35.572828,35.479797,35.644487,35.529446
35.460795,35.556761,35.479599,35.639119,35.520020
35.485363,35.576896,35.478598,35.646698,35.538556
35.483586,35.571886,35.502561,35.655553,35.528695
35.468038,35.556606,35.479548,35.635906,35.525842
35.499433,35.571691,35.489956,35.654093,35.538327
35.489913,35.583852,35.490379,35.646850,35.539417
35.453752,35.547729,35.482616,35.631675,35.535618
35.487480,35.573540,35.482990,35.645840,35.556483
35.490204,35.587791,35.494710,35.660448,35.531483
35.460303,35.561849,35.459594,35.641433,35.537165
35.478838,35.580756,35.492604,35.653804,35.549910
35.484105,35.580350,35.511671,35.639267,35.531896
35.467709,35.564903,35.486404,35.629104,35.537980
35.500741,35.577895,35.479170,35.655565,35.554298
35.488643,35.585316,35.497685,35.655581,35.531910
35.476740,35.644241,35.483607,35.629961,35.529111
35.501583,35.570191,35.487041,35.640897,35.530624
35.483800,35.582001,35.485607,35.647182,35.541168
35.485069,35.566442,35.470865,35.684229,35.516080
35.481283,35.568945,35.489069,35.652474,35.540063
35.490465,35.576151,35.489087,35.646554,35.531126
35.458070,35.558296,35.466332,35.642278,35.535676
35.475026,35.574707,35.489919,35.644950,35.553187
35.485205,35.574304,35.487515,35.650140,35.535720
35.472954,35.559670,35.471071,35.644901,35.535233
35.467682,35.579112,35.484182,35.647580,35.533268
35.487823,35.578953,35.484550,35.643846,35.542221
35.471297,35.567968,35.465405,35.629253,35.521503
35.487579,35.586337,35.490321,35.648234,35.538445
35.487098,35.567575,35.494794,35.628854,35.528086
35.467478,35.567419,35.471650,35.639200,35.523007
35.491310,35.579358,35.485159,35.655447,35.536105
35.484733,35.589459,35.484719,35.639574,35.522458
35.475664,35.563196,35.467651,35.625891,35.533624
35.493217,35.572798,35.490384,35.643539,35.540265
35.486876,35.582820,35.483601,35.635444,35.533509
35.464305,35.562121,35.472543,35.634375,35.518336
35.481385,35.581336,35.483711,35.649277,35.542582
35.475146,35.584049,35.489757,35.659065,35.531974
35.453689,35.565627,35.484296,35.642672,35.526169
35.488422,35.589983,35.484869,35.650983,35.525978
35.493403,35.566915,35.489246,35.660363,35.539963
35.479227,35.566222,35.488353,35.641251,35.509092
35.497377,35.572033,35.476052,35.645556,35.537255
35.470773,35.580528,35.490333,35.652045,35.542642
35.458218,35.566635,35.579806,35.641211,35.527075
35.481041,35.575882,35.493850,35.715131,35.540243
35.481808,35.588304,35.491859,35.634164,35.530260
35.473410,35.571035,35.468532,35.632664,35.532123
35.484156,35.568590,35.488892,35.728857,35.542968
35.485760,35.571797,35.582634,35.642158,35.537534
35.469087,35.554659,35.467520,35.629216,35.522853
35.489827,35.573454,35.593805,35.656050,35.537762
35.507384,35.572989,35.490513,35.632816,35.545494
35.504256,35.565341,35.478713,35.640037,35.534195
35.517927,35.561452,35.491439,35.655932,35.547738
35.522570,35.577713,35.503380,35.654280,35.527962
