2.272276780605316162e+02,5.372255158424377441e+01,9.899999999999999911e-01,7.700355205012237095e-03
2.277661762237548828e+02,5.664186096191406250e+01,9.899999999999999911e-01,6.654893778063534007e-03
2.154726865291595459e+02,5.359805250167846680e+01,9.959999999999999964e-01,4.136300728839943999e-03
2.179948806762695312e+02,5.394889140129089355e+01,9.899999999999999911e-01,9.003830423611251105e-03
2.253836054801940918e+02,5.478936600685119629e+01,9.819999999999999840e-01,1.477973602799103475e-02
2.142187185287475586e+02,5.371413969993591309e+01,9.919999999999999929e-01,3.967661849619112842e-03
2.178596439361572266e+02,5.453351092338562012e+01,9.619999999999999662e-01,3.372920455501304121e-02
2.199226660728454590e+02,5.512775874137878418e+01,9.859999999999999876e-01,1.368425053502665516e-02
2.173119921684265137e+02,5.378152108192443848e+01,9.879999999999999893e-01,1.163051270115202269e-02
2.100321843624114990e+02,5.456187963485717773e+01,9.799999999999999822e-01,1.872734633609750635e-02
