33.864306,32.367261,32.364292,32.372454,32.358049,32.368957,32.367094,32.372090,32.360140,32.367556,32.366812,32.364200,32.367467,32.365811,32.368188,32.356048,32.370549,32.364967,32.375261,32.372757,32.358086,32.368415,32.372623,32.378711,32.372626,32.354870,32.374315,32.368707,32.375174,32.377078,32.378564,32.374411,32.367284,32.377723,32.372679,32.369954,32.367761,32.373241,32.387087,32.368953,32.382814,32.388662,32.387589,32.380631,32.374648,32.379909,32.383133,32.369806,32.384416,32.379169,32.375439,32.387831,32.387089,32.386340,32.382877,32.375202,32.380912,32.374226,32.378251,32.376150,32.377916,32.374898,32.369760,32.366522,32.372895,32.378011,32.370428,32.363574,32.372619,32.373863,32.369692,32.372455,32.384347,32.366096,32.365854,32.367341,32.386047,32.375738,32.379886,32.348588,32.361413,32.380494,32.370167,32.364112,32.379955,32.371058,32.369493,32.368590,32.365922,32.362533,32.371860,32.370917,32.369893,32.363816,32.361537,32.364608,32.363813,32.368771,32.362483,32.370416
33.894995,32.359409,32.386637,32.366314,32.376587,32.373190,32.375898,32.368783,32.381997,32.363025,32.373718,32.384346,32.393560,32.375030,32.388331,32.377329,32.371155,32.376406,32.384136,32.376177,32.420668,32.408518,32.432803,32.421994,32.418903,32.410786,32.412887,32.413716,32.422527,32.425844,32.417657,32.413359,32.416098,32.412759,32.372442,32.353314,32.354947,32.329408,32.336917,32.334795,32.336757,32.339279,32.334334,32.318060,32.341486,32.329625,32.343979,32.316756,32.332426,32.329084,32.321102,32.323656,32.325380,32.317086,32.319555,32.318424,32.319628,32.321880,32.325934,32.333747,32.350099,32.321392,32.328615,32.308210,32.328722,32.327837,32.328726,32.343315,32.334099,32.332550,32.309450,32.312914,32.323314,32.325133,32.323014,32.309847,32.323045,32.325749,32.316304,32.326743,32.312895,32.318805,32.332182,32.317781,32.321801,32.328902,32.315285,32.330432,32.310059,32.310997,32.319159,32.307493,32.322736,32.310808,32.315202,32.316056,32.323698,32.314093,32.334615,32.316669
33.869469,32.389169,32.380383,32.354905,32.392545,32.365403,32.381993,32.361949,32.366040,32.382208,32.360556,32.369419,32.384011,32.385490,32.374512,32.379957,32.379411,32.386193,32.380029,32.373696,32.357527,32.346143,32.342594,32.332541,32.353716,32.332272,32.339880,32.331299,32.343176,32.347615,32.359336,32.332140,32.361716,32.331091,32.346468,32.332929,32.348022,32.346185,32.390348,32.393695,32.398464,32.392366,32.402730,32.385887,32.385251,32.385790,32.377946,32.388753,32.394725,32.378633,32.388614,32.389189,32.390190,32.390273,32.387099,32.380288,32.382105,32.387461,32.388983,32.387854,32.376904,32.387584,32.381609,32.391439,32.376416,32.389740,32.389618,32.374420,32.393139,32.381002,32.400653,32.390559,32.392927,32.371840,32.384261,32.374183,32.397892,32.393036,32.392518,32.389360,32.393336,32.389714,32.387052,32.387643,32.387565,32.398269,32.384952,32.390453,32.388662,32.387266,32.395526,32.381052,32.382355,32.390453,32.388474,32.391527,32.389364,32.388735,32.388371,32.379245
33.842826,32.384745,32.359262,32.406867,32.398133,32.396823,32.398150,32.401115,32.391772,32.392005,32.395677,32.398576,32.420434,32.396668,32.399650,32.403694,32.395885,32.402078,32.416175,32.406215,32.387543,32.381743,32.380373,32.391016,32.394372,32.387738,32.378324,32.402339,32.380112,32.404411,32.385491,32.389997,32.385098,32.387622,32.377399,32.392006,32.415093,32.407260,32.419452,32.434328,32.422962,32.422065,32.424567,32.421533,32.421257,32.410522,32.421651,32.424062,32.422482,32.418455,32.415557,32.423635,32.428441,32.426395,32.429780,32.426946,32.422033,32.412257,32.420261,32.423827,32.422563,32.427445,32.404660,32.398125,32.403970,32.401536,32.406689,32.406435,32.405012,32.404922,32.413309,32.410760,32.404586,32.413000,32.414741,32.412187,32.411556,32.404687,32.404754,32.399854,32.412124,32.402138,32.395303,32.398216,32.408733,32.400043,32.408432,32.402417,32.406339,32.410073,32.398573,32.399218,32.401611,32.393932,32.389091,32.403263,32.406512,32.401582,32.398995,32.401145
33.865106,32.411409,32.396936,32.412455,32.386781,32.390278,32.396673,32.388162,32.382675,32.407563,32.378084,32.380764,32.388219,32.383977,32.366381,32.374906,32.381188,32.377924,32.396564,32.370842,32.395466,32.377243,32.384639,32.372753,32.371674,32.345305,32.355995,32.359446,32.346373,32.340443,32.329135,32.336990,32.343403,32.338874,32.334514,32.337272,32.351950,32.335184,32.342527,32.332973,32.334179,32.333714,32.336887,32.367668,32.362333,32.376455,32.364842,32.365194,32.378870,32.391505,32.357415,32.352659,32.360507,32.371044,32.361381,32.366226,32.364307,32.365524,32.364175,32.358391,32.375057,32.358892,32.374985,32.370270,32.380697,32.379276,32.378882,32.374739,32.372925,32.371363,32.371384,32.373709,32.381398,32.374216,32.378869,32.365064,32.366421,32.369163,32.372767,32.376780,32.381481,32.370608,32.373636,32.378085,32.375415,32.373440,32.382371,32.368127,32.373349,32.377278,32.376341,32.367909,32.380592,32.362567,32.375438,32.376931,32.382500,32.374095,32.378798,32.369015
33.721558,32.348127,32.349252,32.351961,32.430511,32.372170,32.393468,32.396026,32.381136,32.379544,32.385241,32.391770,32.394892,32.379072,32.389092,32.385960,32.398117,32.402670,32.387682,32.356662,32.353594,32.359062,32.357980,32.362888,32.347516,32.343684,32.352541,32.360477,32.356528,32.358899,32.348447,32.357253,32.351313,32.340080,32.360842,32.353207,32.346259,32.350353,32.353331,32.347104,32.373179,32.359034,32.356475,32.343636,32.353553,32.340228,32.370790,32.349760,32.354476,32.342269,32.356419,32.351982,32.340322,32.349532,32.346630,32.336954,32.349583,32.331834,32.346913,32.342918,32.359132,32.348719,32.347034,32.333785,32.355397,32.335738,32.359377,32.337962,32.344157,32.342736,32.339693,32.338224,32.354731,32.330253,32.344399,32.396948,32.342084,32.335246,32.334101,32.357131,32.389753,32.382103,32.395933,32.382841,32.388895,32.381705,32.377036,32.383657,32.379450,32.386182,32.383148,32.401862,32.387252,32.374694,32.382450,32.385062,32.384528,32.378085,32.365752,32.362461
33.893820,32.400917,32.383746,32.369893,32.391694,32.422510,32.430567,32.425076,32.441401,32.421551,32.418949,32.428018,32.429205,32.430108,32.430998,32.426693,32.426102,32.430580,32.429706,32.432664,32.427124,32.443776,32.441636,32.421273,32.436055,32.432924,32.437669,32.416188,32.428856,32.423836,32.432199,32.426883,32.427441,32.424788,32.426589,32.434991,32.452220,32.413279,32.424057,32.417946,32.431031,32.434802,32.432805,32.421465,32.434482,32.414207,32.441107,32.461915,32.483325,32.468259,32.465341,32.458026,32.465181,32.468605,32.455950,32.435682,32.424575,32.421170,32.421753,32.417034,32.411768,32.426191,32.414948,32.400987,32.417103,32.432491,32.424777,32.409917,32.410045,32.420161,32.408722,32.410751,32.410319,32.401485,32.413934,32.415435,32.420294,32.417121,32.430591,32.412177,32.412530,32.409157,32.406601,32.400810,32.413501,32.405767,32.411094,32.418833,32.402123,32.419789,32.424457,32.414359,32.411127,32.422884,32.407927,32.411715,32.433581,32.404321,32.406793,32.405261
33.774487,32.402354,32.374315,32.373723,32.358406,32.370968,32.379120,32.355990,32.368429,32.368002,32.363331,32.337879,32.334015,32.357938,32.384395,32.362865,32.384383,32.380121,32.403244,32.385852,32.377958,32.371520,32.370842,32.374822,32.379068,32.378732,32.332123,32.342732,32.323195,32.333223,32.336333,32.326499,32.335427,32.322262,32.338695,32.328045,32.342274,32.325836,32.330459,32.347099,32.328037,32.335159,32.342877,32.323271,32.332200,32.323908,32.317604,32.336176,32.328145,32.334461,32.313099,32.334254,32.335689,32.305806,32.333045,32.312088,32.329576,32.333728,32.334881,32.336282,32.339081,32.337742,32.325284,32.354926,32.337991,32.330394,32.337860,32.329261,32.336123,32.323886,32.328230,32.331927,32.328708,32.328066,32.330873,32.322552,32.333193,32.318206,32.336683,32.327410,32.323716,32.333576,32.309731,32.323004,32.335707,32.318805,32.329038,32.322608,32.329211,32.319810,32.326020,32.313236,32.313867,32.316048,32.322909,32.321585,32.312304,32.323527,32.310961,32.323480
33.900364,32.372533,32.372371,32.376085,32.373624,32.382183,32.383819,32.375873,32.367613,32.368537,32.380721,32.363681,32.371643,32.391127,32.390341,32.382754,32.383156,32.379297,32.405468,32.402713,32.441927,32.408521,32.508104,32.423806,32.408378,32.428828,32.514243,32.491600,32.427434,32.425328,32.425868,32.482925,32.422122,32.399390,32.403224,32.420510,32.424704,32.413149,32.419325,32.428483,32.416352,32.423071,32.399586,32.414418,32.420671,32.423332,32.415442,32.430425,32.434372,32.413331,32.426296,32.398196,32.392579,32.382799,32.376609,32.380192,32.378984,32.380024,32.380878,32.385631,32.377001,32.385084,32.385002,32.361704,32.362320,32.379670,32.380590,32.374249,32.369904,32.369629,32.364925,32.369997,32.366771,32.394484,32.365571,32.375144,32.366775,32.361738,32.368818,32.358052,32.368516,32.358926,32.372950,32.355781,32.367587,32.362829,32.356446,32.354333,32.352101,32.361107,32.359261,32.346768,32.353117,32.345325,32.349508,32.370012,32.354936,32.359182,32.367939,32.348676
33.855485,32.355529,32.370944,32.372545,32.369227,32.367130,32.369532,32.384887,32.368312,32.360754,32.368105,32.374004,32.376675,32.377434,32.371232,32.364832,32.375472,32.328944,32.334393,32.327083,32.339547,32.330896,32.318271,32.342959,32.345925,32.328389,32.332511,32.321937,32.323881,32.344541,32.328728,32.324743,32.328181,32.332530,32.319201,32.322033,32.329691,32.335130,32.328175,32.314493,32.331922,32.317911,32.336303,32.328856,32.325927,32.329464,32.328559,32.345812,32.335163,32.318883,32.325438,32.328083,32.315524,32.297625,32.318405,32.327686,32.316795,32.305714,32.314130,32.339664,32.364848,32.353916,32.357477,32.348242,32.360851,32.352589,32.359453,32.363012,32.354486,32.341010,32.365553,32.353273,32.351310,32.334539,32.341463,32.348982,32.354587,32.364117,32.349396,32.346889,32.348037,32.343307,32.344652,32.341879,32.340042,32.347267,32.328686,32.340390,32.328189,32.340748,32.347580,32.343512,32.352238,32.336751,32.339974,32.340534,32.363612,32.341915,32.350273,32.323399
