,Tiempo Entrenamiento (s),Tiempo Evaluacion (s),Precision (%),Error (%)
0,6633.662847280502,35.4896125793457,0.7846153846153846,0.03941814116642603
1,6619.118195533752,35.9531614780426,0.7965811965811965,0.035903807835785846
2,6639.470747947693,36.1842200756073,0.7914529914529914,0.0365849792072632
3,6645.182848453522,35.95571970939636,0.8316239316239317,0.029863947116880295
4,6621.226616382599,35.27284502983093,0.7803418803418803,0.039535810064053586
5,6642.945966243744,36.09669518470764,0.7769230769230769,0.03980439272591282
6,6651.984259605408,36.040000200271606,0.7743589743589744,0.04023145644104537
7,6622.880257129669,36.23045325279236,0.8034188034188035,0.0345356901141138
8,6642.523580789566,35.972334146499634,0.7760683760683761,0.040108791430629016
9,6640.807779788971,35.73115396499634,0.8205128205128205,0.031077509859772316
