core-0-pkg core-0-ram core-6-pkg core-6-ram nvd-0 nvd-1
28.777485 1.028131 18.843958 1.088405 49.959000 16.529000
18.227801 1.079610 23.611662 1.070028 48.333000 16.438000
22.328944 1.063728 20.259781 1.090249 69.586000 16.433000
23.950174 1.070779 18.798178 1.101296 53.784000 16.528000
21.613096 1.044967 20.522931 1.080551 129.182000 16.620000
24.010075 1.054402 18.813166 1.110920 113.712000 16.520000
22.855072 1.054059 19.137742 1.097914 133.061000 16.614000
23.858641 1.048751 18.837941 1.111344 125.931000 16.620000
22.800782 1.070086 19.144912 1.105028 132.801000 16.615000
24.407104 1.056611 18.779158 1.099673 127.932000 16.519000
22.809466 1.069239 19.136373 1.103173 135.348000 16.519000
23.979091 1.048532 18.838362 1.111615 129.265000 16.519000
22.918974 1.074141 19.115889 1.105542 139.408000 16.710000
23.761011 1.055255 18.830181 1.109151 130.695000 16.519000
23.051619 1.078288 19.120997 1.103004 143.313000 16.615000
23.775384 1.046243 18.800419 1.099349 130.954000 16.710000
26.929021 1.072005 19.119032 1.106244 142.550000 16.329000
24.063292 1.034890 18.817457 1.102795 131.267000 16.519000
23.395050 1.073910 19.031664 1.107996 140.739000 16.424000
23.575694 1.034089 18.983836 1.104711 132.221000 16.519000
23.659133 1.074490 18.866849 1.102198 142.264000 16.424000
23.552821 1.043888 19.081994 1.098091 133.425000 16.614000
23.788819 1.078926 18.837529 1.102209 142.522000 16.519000
23.541294 1.047448 19.062423 1.103787 134.283000 16.614000
26.819483 1.069569 18.820132 1.111012 145.634000 16.515000
23.002851 1.037152 19.118552 1.099895 135.564000 16.615000
24.552681 1.078262 18.772602 1.104264 145.570000 16.519000
22.972197 1.034076 19.178939 1.099871 136.449000 16.519000
25.491242 1.068464 18.789105 1.104353 144.521000 16.424000
23.501749 1.047017 19.123771 1.091633 138.518000 16.424000
23.959891 1.076941 18.802145 1.102118 143.473000 16.424000
22.631577 1.046720 19.122887 1.098173 139.854000 16.424000
25.134274 1.071424 18.789715 1.106703 142.615000 16.519000
23.558297 1.044240 19.116996 1.103383 136.736000 16.424000
24.603811 1.072706 18.772473 1.102186 141.758000 16.424000
23.637520 1.048726 19.119316 1.109516 136.930000 16.519000
23.928641 1.074103 18.803946 1.109199 139.307000 16.424000
22.901382 1.046197 19.062630 1.099542 136.927000 16.519000
25.570539 1.071001 18.807308 1.109027 137.091000 16.424000
25.256572 1.043577 19.143242 1.103666 136.901000 16.424000
27.837372 1.073059 18.778168 1.102081 137.758000 16.424000
24.144992 1.048268 19.113731 1.105671 138.427000 16.519000
23.890271 1.071149 18.787915 1.106886 135.524000 16.520000
24.198837 1.053637 19.138656 1.104174 139.189000 16.519000
23.915875 1.071119 18.810498 1.108900 136.421000 16.519000
23.303417 1.052968 19.060570 1.103840 138.261000 16.519000
23.919581 1.072032 18.801000 1.111309 135.281000 16.520000
23.915436 1.048126 19.181458 1.107788 140.711000 16.515000
28.070131 1.064741 18.787671 1.097791 133.721000 16.519000
24.607700 1.055647 19.116241 1.110425 140.998000 16.519000
23.874115 1.061279 18.779724 1.100250 133.531000 16.519000
24.576355 1.061218 19.116913 1.104187 142.521000 16.519000
24.244861 1.068575 18.814582 1.104555 129.146000 16.520000
22.946747 1.058563 19.068878 1.106537 144.427000 16.424000
24.325457 1.064924 18.807538 1.108900 128.028000 16.429000
25.367615 1.052673 19.099182 1.106567 144.426000 16.519000
28.031733 1.060518 18.772224 1.104494 125.646000 16.429000
25.155735 1.065417 19.098159 1.110888 144.141000 16.519000
24.006082 1.059853 18.760251 1.106515 123.953000 16.525000
22.961853 1.060360 19.104904 1.104427 143.378000 16.519000
24.005214 1.058086 18.793767 1.106945 115.525000 16.525000
22.883896 1.066426 19.042321 1.104298 143.095000 16.519000
23.895581 1.059247 18.804761 1.106855 110.393000 16.429000
23.759630 1.060976 19.061623 1.101931 143.286000 16.329000
28.101705 1.053593 18.805495 1.110966 111.043000 16.525000
25.508666 1.057116 19.103134 1.108660 141.952000 16.424000
23.983590 1.055520 18.771604 1.106881 112.640000 16.615000
22.667254 1.058827 19.184470 1.105641 140.454000 16.519000
24.366271 1.051606 18.789107 1.100161 114.260000 16.520000
25.517628 1.075972 19.106903 1.108442 139.503000 16.519000
27.893365 1.055068 18.763080 1.111069 116.614000 16.519000
25.534106 1.066963 19.094490 1.104285 137.217000 16.519000
27.825292 1.053317 18.799735 1.102666 127.239000 16.424000
25.891874 1.065860 19.065819 1.106294 134.968000 16.424000
24.036997 1.046257 18.809984 1.109277 123.857000 16.519000
22.992547 1.068718 19.057771 1.106252 135.159000 16.424000
23.907553 1.059091 18.798757 1.104992 127.552000 16.424000
22.913542 1.067153 19.088347 1.108441 137.980000 16.519000
23.902739 1.054766 18.753768 1.098104 130.669000 16.424000
24.766061 1.066512 19.059861 1.104108 141.884000 16.420000
23.791591 1.048724 18.752877 1.104970 131.623000 16.614000
23.222266 1.074885 19.085700 1.110617 144.621000 16.515000
23.499108 1.054930 18.799690 1.104771 131.909000 16.614000
26.537712 1.060226 19.064530 1.095472 143.190000 16.420000
23.507910 1.047735 18.805632 1.102088 132.100000 16.519000
23.509400 1.075754 19.034792 1.100167 143.761000 16.519000
23.299415 1.046169 18.847362 1.101988 132.290000 16.424000
25.938480 1.070804 19.000317 1.108705 142.808000 16.515000
23.186173 1.049218 18.947518 1.104244 133.052000 16.519000
24.797695 1.078856 18.846441 1.106961 143.475000 16.424000
23.238972 1.047147 19.046629 1.106599 133.685000 16.424000
23.916977 1.078810 18.753264 1.104566 146.809000 16.519000
23.060861 1.047387 19.095597 1.110989 136.830000 16.424000
24.024510 1.076176 18.770125 1.106755 147.254000 16.519000
22.764664 1.045805 19.088921 1.106321 137.661000 16.519000
25.659458 1.073719 18.758608 1.106923 148.235000 16.515000
23.057980 1.046183 19.096054 1.106393 139.281000 16.424000
24.188871 1.075542 18.786321 1.106945 145.473000 16.424000
22.977966 1.052582 19.044983 1.108398 140.044000 16.424000
24.318701 1.072911 18.792373 1.111333 144.235000 16.424000
22.888260 1.047444 19.046776 1.104206 136.139000 16.519000
24.085537 1.076885 18.799504 1.104778 143.567000 16.424000
22.963409 1.044735 19.097031 1.110927 137.663000 16.519000
25.969629 1.069436 18.758664 1.108712 142.615000 16.420000
23.711772 1.048791 19.078621 1.106561 137.947000 16.516000
24.073509 1.075690 18.746176 1.109260 140.330000 16.519000
22.790619 1.050685 19.071487 1.106471 138.902000 16.424000
24.062858 1.072303 18.851554 1.104987 137.947000 16.424000
22.873306 1.054651 19.073280 1.101403 137.377000 16.519000
24.050778 1.065990 18.795720 1.104778 137.471000 16.519000
22.650972 1.055076 19.050293 1.099845 139.283000 16.420000
25.865200 1.061019 18.779285 1.111405 137.185000 16.420000
25.443949 1.054350 19.069725 1.110929 140.236000 16.420000
27.840524 1.062112 18.746763 1.109201 137.472000 16.515000
25.488656 1.056162 19.089370 1.108834 138.996000 16.515000
28.143665 1.057056 18.741609 1.104512 134.839000 16.424000
24.445947 1.055283 19.070076 1.102096 141.379000 16.610000
24.066085 1.060651 18.786419 1.104750 134.162000 16.524000
24.433020 1.056207 19.051064 1.099847 142.140000 16.424000
25.633182 1.063191 18.794589 1.106923 129.907000 16.424000
24.613796 1.055246 19.085068 1.110818 142.521000 16.420000
24.041409 1.068401 18.754643 1.100261 129.337000 16.424000
22.834793 1.061029 19.087074 1.104943 145.157000 16.420000
24.059846 1.065597 18.734149 1.095718 129.149000 16.520000
22.609678 1.057443 19.179994 1.108712 132.668000 16.424000
24.049408 1.074738 18.778290 1.106689 91.862000 16.525000
24.192795 1.090070 18.752331 1.102278 94.232000 16.333000
27.819031 1.087158 18.878723 1.106812 98.027000 16.429000
28.055211 1.082609 18.771355 1.106474 98.219000 16.525000
28.136064 1.078925 18.771750 1.104407 94.804000 16.429000
27.900986 1.086572 18.780466 1.108850 96.139000 16.429000
27.789163 1.082772 18.744901 1.108896 95.472000 16.525000
27.984034 1.078646 18.778053 1.104311 97.952000 16.524000
28.224060 1.080414 18.745697 1.104370 97.953000 16.525000
27.986262 1.082888 18.782234 1.104464 94.517000 16.429000
27.722224 1.071939 18.795156 1.095101 117.187000 16.429000
25.092919 1.060017 19.053002 1.101643 143.094000 16.424000
24.141525 1.064100 18.806256 1.109114 120.808000 16.429000
22.811875 1.063588 19.043114 1.106770 143.666000 16.420000
24.248368 1.061750 18.797070 1.102522 120.904000 16.429000
22.916778 1.067767 19.079269 1.106798 142.711000 16.420000
24.300023 1.059341 18.743671 1.109055 117.663000 16.520000
22.860260 1.071032 19.076797 1.106768 142.712000 16.515000
24.931659 1.051203 18.746574 1.106960 115.660000 16.615000
25.808345 1.066699 19.047867 1.106951 142.237000 16.519000
28.260262 1.058513 18.755070 1.107006 113.021000 16.424000
25.755388 1.067891 19.009820 1.108906 141.759000 16.424000
28.008067 1.049844 18.932463 1.101938 104.958000 16.525000
25.524616 1.063643 19.279110 1.108320 140.524000 16.424000
24.089082 1.051773 18.772510 1.104721 110.543000 16.525000
22.717821 1.071217 19.015313 1.106648 140.239000 16.519000
25.104301 1.054438 18.779351 1.104763 111.516000 16.525000
25.499216 1.073563 19.059670 1.108871 140.144000 16.420000
25.434021 1.055346 18.737477 1.106432 111.401000 16.429000
22.904892 1.066909 19.063896 1.111344 139.096000 16.519000
27.895691 1.059235 18.738617 1.104675 113.213000 16.706000
25.642434 1.071769 19.051117 1.111350 138.240000 16.424000
24.480847 1.054960 18.777550 1.111356 114.071000 16.424000
22.782440 1.067723 19.021744 1.097874 136.836000 16.424000
24.510932 1.054264 18.779280 1.104680 114.831000 16.615000
25.803131 1.078857 19.010376 1.111328 138.455000 16.519000
24.107783 1.056301 18.766710 1.104762 116.547000 16.519000
22.847900 1.069127 19.061966 1.108891 136.645000 16.519000
24.074838 1.054702 18.737152 1.107129 122.807000 16.615000
23.138974 1.068260 19.060432 1.111292 134.931000 16.424000
24.155884 1.062403 18.772698 1.104976 123.930000 16.424000
22.771014 1.075900 19.039025 1.106478 132.043000 16.424000
24.079471 1.050750 18.862039 1.105072 121.854000 16.424000
22.844194 1.065733 19.050454 1.103727 133.921000 16.610000
24.522178 1.055210 18.778006 1.107152 123.833000 16.420000
22.821246 1.066065 19.057732 1.110894 134.111000 16.610000
24.224047 1.056404 18.744052 1.104959 124.573000 16.520000
22.936232 1.063506 19.086433 1.099546 133.729000 16.515000
24.169932 1.046390 18.753286 1.104955 126.384000 16.610000
22.939756 1.070884 19.058365 1.104239 135.444000 16.420000
23.935327 1.051004 19.254089 1.100506 127.715000 16.610000
22.941785 1.067857 19.644408 1.106368 136.458000 16.515000
24.360752 1.055253 19.388426 1.102771 129.051000 16.516000
22.983563 1.070546 19.725630 1.103870 137.790000 16.615000
23.951916 1.050854 19.371686 1.109450 130.098000 16.515000
23.452866 1.068790 19.707523 1.106477 139.477000 16.424000
24.083197 1.056273 19.382464 1.107270 129.336000 16.519000
23.645124 1.068535 19.726612 1.110921 141.668000 16.515000
23.917533 1.051919 18.930113 1.104962 130.193000 16.519000
23.170194 1.075708 19.025035 1.099907 144.143000 16.420000
24.184928 1.051917 18.797010 1.109263 130.383000 16.420000
23.152580 1.073547 19.040538 1.106564 144.208000 16.515000
23.559968 1.053899 18.859493 1.105204 130.861000 16.424000
26.632950 1.069040 19.096639 1.105931 144.113000 16.420000
23.741506 1.045999 18.758332 1.102614 130.383000 16.424000
23.574816 1.080338 19.069603 1.106826 143.858000 16.515000
23.408220 1.047336 18.758321 1.104619 132.004000 16.519000
23.361743 1.078406 19.064232 1.108985 143.477000 16.325000
23.641446 1.050960 18.779466 1.109157 131.147000 16.519000
24.004205 1.071988 18.977224 1.111292 143.859000 16.420000
23.586987 1.041017 18.810760 1.109197 131.717000 16.420000
25.188422 1.065233 18.914081 1.104537 144.114000 16.420000
23.884275 1.047075 18.854362 1.109213 131.718000 16.610000
23.549460 1.076779 18.918237 1.104609 143.573000 16.420000
23.294794 1.048800 18.858126 1.106878 133.304000 16.515000
24.646400 1.077921 18.874155 1.109047 144.017000 16.420000
23.744751 1.050624 18.900862 1.100310 132.672000 16.420000
23.727797 1.078553 18.844465 1.100158 142.428000 16.515000
23.290062 1.050657 18.949059 1.100220 133.340000 16.420000
23.830165 1.080996 18.796714 1.108979 141.189000 16.515000
25.768272 1.038246 19.005863 1.111401 133.019000 16.420000
27.921832 1.072574 18.742976 1.104677 146.750000 16.420000
27.194614 1.042354 19.103571 1.105132 134.292000 16.515000
27.892186 1.073863 18.729863 1.106853 145.474000 16.610000
23.063321 1.047560 19.035096 1.106367 135.209000 16.515000
24.345043 1.073475 18.751528 1.106709 146.878000 16.515000
22.963118 1.051556 18.990350 1.104533 134.258000 16.420000
24.374584 1.073353 18.738558 1.111348 146.902000 16.515000
23.058041 1.047129 18.999040 1.104592 135.849000 16.515000
24.003610 1.077294 18.749253 1.107019 147.190000 16.515000
25.462443 1.049491 19.042206 1.106833 138.520000 16.515000
28.184298 1.074201 18.722484 1.107008 146.782000 16.515000
23.122173 1.047619 19.049553 1.106670 138.710000 16.420000
24.015351 1.069259 18.729663 1.109085 148.205000 16.515000
23.332819 1.048205 19.056198 1.111132 139.853000 16.420000
24.014579 1.073218 18.752188 1.111243 147.728000 16.519000
22.977569 1.048732 19.005966 1.109004 141.569000 16.515000
24.787720 1.077105 18.761256 1.109179 145.921000 16.420000
25.464030 1.049986 19.013054 1.102384 139.855000 16.515000
28.025981 1.073251 18.756528 1.106973 146.872000 16.515000
23.346839 1.046368 19.036980 1.106883 139.187000 16.420000
24.063740 1.077044 18.728022 1.100329 145.950000 16.610000
23.248043 1.058886 19.122421 1.104754 137.758000 16.420000
23.961639 1.065323 18.738086 1.106766 146.016000 16.515000
23.149334 1.049943 19.039010 1.106308 136.901000 16.420000
25.218818 1.075365 18.758448 1.111041 145.161000 16.420000
25.404083 1.047089 18.996460 1.100098 137.280000 16.420000
28.143174 1.071875 18.737295 1.104590 144.208000 16.515000
23.593037 1.055098 19.026276 1.104597 138.139000 16.611000
23.993831 1.076762 18.703404 1.104656 143.663000 16.515000
23.435207 1.053062 19.036652 1.106833 137.664000 16.706000
24.014644 1.078075 18.712712 1.102367 143.187000 16.515000
25.206635 1.053345 19.040741 1.111298 137.853000 16.515000
28.008733 1.073589 18.746495 1.109234 142.425000 16.515000
25.394206 1.046714 18.997254 1.104636 138.235000 16.706000
27.750441 1.064795 18.744345 1.108985 142.304000 16.611000
25.433746 1.049707 18.991463 1.109155 138.139000 16.516000
28.023321 1.066417 18.744633 1.106853 141.188000 16.515000
23.595400 1.047344 18.993982 1.106975 138.997000 16.515000
24.602451 1.074790 18.748025 1.102500 142.209000 16.801000
23.730547 1.052260 19.026124 1.111249 137.985000 16.515000
24.088996 1.071186 18.723634 1.104726 138.328000 16.515000
25.405650 1.042259 19.040711 1.106681 139.283000 16.515000
24.342479 1.072164 20.350067 1.106922 139.757000 16.515000
17.514065 1.047895 23.969556 1.105604 138.426000 16.515000
17.448207 1.076582 26.992817 1.107008 139.377000 16.420000
17.645362 1.055348 24.691953 1.106831 139.225000 16.515000
17.479275 1.071424 27.251609 1.109175 139.757000 16.420000
17.559296 1.052155 24.779907 1.102264 138.425000 16.515000
17.494028 1.065083 27.092101 1.102620 133.281000 16.515000
17.546538 1.056656 24.481072 1.109298 136.616000 16.420000
17.515774 1.069532 27.382836 1.109388 98.505000 16.429000
17.433576 1.084968 28.735787 1.107184 96.118000 16.620000
17.423209 1.077998 28.805806 1.111690 97.360000 16.429000
17.471047 1.086598 28.803728 1.102742 94.879000 16.429000
17.529690 1.082471 28.742105 1.107038 95.012000 16.429000
17.471191 1.075974 28.802209 1.102737 97.455000 16.429000
17.563317 1.085094 28.803114 1.098308 96.311000 16.525000
17.399554 1.087304 28.752849 1.098260 98.026000 16.525000
17.269865 1.075668 28.805304 1.098312 98.409000 16.524000
17.407301 1.089286 28.802779 1.102744 95.546000 16.525000
17.425528 1.065868 28.778700 1.095073 137.854000 16.420000
17.690430 1.051514 24.737366 1.105713 138.424000 16.420000
17.359680 1.059265 27.050232 1.093903 138.614000 16.420000
17.718385 1.050280 24.743539 1.099840 139.473000 16.515000
17.513472 1.073920 27.204814 1.107367 138.709000 16.610000
17.402361 1.054604 24.970079 1.108804 140.235000 16.515000
17.549321 1.071627 27.343927 1.096255 137.089000 16.515000
17.533539 1.051514 24.840912 1.101776 138.425000 16.515000
17.604438 1.065877 27.092747 1.100697 138.996000 16.420000
17.405726 1.053937 24.964655 1.101972 140.046000 16.420000
17.586177 1.068479 27.056556 1.105070 136.708000 16.515000
17.555476 1.050199 25.018413 1.104032 139.664000 16.420000
17.408879 1.068423 27.040581 1.105227 138.233000 16.515000
17.396472 1.050256 25.011355 1.102105 140.618000 16.420000
17.439798 1.067265 27.023149 1.100407 136.355000 16.420000
17.437461 1.055003 25.094794 1.106395 140.331000 16.706000
17.346989 1.061526 26.881157 1.100741 135.756000 16.515000
17.640641 1.054010 25.186342 1.104363 140.618000 16.611000
17.534668 1.063782 26.869965 1.107452 136.302000 16.420000
17.391148 1.055666 25.284078 1.099612 142.142000 16.420000
17.410640 1.059141 26.785286 1.098570 134.388000 16.420000
17.396088 1.056061 25.273071 1.106323 141.188000 16.420000
17.362444 1.062661 26.265072 1.102762 133.878000 16.516000
17.463693 1.052006 25.418650 1.106541 141.475000 16.420000
17.457520 1.061096 26.577087 1.105072 132.067000 16.515000
17.498818 1.065541 25.499501 1.097523 145.189000 16.420000
17.446660 1.052920 26.610710 1.107607 131.721000 16.420000
17.490997 1.059662 25.486420 1.093109 144.332000 16.515000
17.439410 1.056924 26.378690 1.105325 130.766000 16.515000
17.412550 1.049827 26.980100 1.106589 142.330000 16.420000
17.489110 1.063875 26.652306 1.107424 129.530000 16.429000
17.532445 1.064821 25.865378 1.104067 144.998000 16.420000
17.461221 1.065327 26.709145 1.107533 129.051000 16.429000
17.466144 1.059075 25.761339 1.106470 145.093000 16.610000
17.565623 1.058662 26.679436 1.107398 127.527000 16.429000
17.515509 1.056932 25.828325 1.103228 144.903000 16.420000
17.568507 1.054930 26.664467 1.107694 126.766000 16.429000
17.458710 1.058594 24.948151 1.101807 144.998000 16.420000
17.478332 1.051682 25.454020 1.102951 121.762000 16.525000
17.522702 1.052747 24.663657 1.108595 144.712000 16.515000
17.407976 1.053292 25.510885 1.105233 118.426000 16.520000
17.578822 1.057127 24.599041 1.104215 144.332000 16.516000
17.430058 1.056399 25.618490 1.102755 116.805000 16.519000
17.646385 1.068556 24.642367 1.103956 143.951000 16.515000
17.470891 1.057451 25.441813 1.100970 113.022000 16.611000
17.546422 1.058809 23.797441 1.097536 144.047000 16.420000
17.559476 1.050580 25.157040 1.096693 110.732000 16.429000
17.455745 1.066923 26.144937 1.104185 142.619000 16.515000
17.605525 1.052915 25.835398 1.098478 110.180000 16.429000
17.488717 1.064366 26.290694 1.099827 142.047000 16.515000
17.492924 1.050204 25.803091 1.103091 110.447000 16.520000
17.479374 1.070147 26.326131 1.104052 142.048000 16.515000
17.498976 1.051154 25.674013 1.109687 110.924000 16.524000
17.455109 1.067078 26.326843 1.099762 141.381000 16.420000
17.507874 1.052887 25.698456 1.107300 111.020000 16.429000
17.559152 1.064854 26.476729 1.108403 139.859000 16.420000
17.492388 1.048211 25.488159 1.105248 111.591000 16.420000
17.353589 1.060218 26.545478 1.104072 139.478000 16.420000
17.515991 1.054077 25.543335 1.107452 111.974000 16.610000
17.474536 1.060037 26.549224 1.097543 138.430000 16.420000
17.437844 1.054234 25.476268 1.102940 112.450000 16.516000
17.394745 1.067276 26.659752 1.106521 137.669000 16.420000
17.404589 1.053445 25.315022 1.102853 113.022000 16.420000
17.502577 1.060492 26.726906 1.108649 136.622000 16.420000
17.462180 1.054256 25.346670 1.103145 113.785000 16.325000
17.427564 1.071280 26.725006 1.101859 135.505000 16.420000
17.617073 1.056017 25.180823 1.104846 119.478000 16.420000
17.540627 1.060994 26.873541 1.100117 133.886000 16.420000
17.457489 1.045242 25.200548 1.107193 125.144000 16.515000
17.456848 1.070450 26.924367 1.102524 133.886000 16.515000
17.441105 1.054796 25.106237 1.111590 126.574000 16.515000
17.615601 1.070801 26.963776 1.100098 134.458000 16.610000
17.502785 1.052358 24.951533 1.107045 127.813000 16.420000
17.520312 1.070168 27.110538 1.100076 134.648000 16.420000
17.495566 1.051601 24.940513 1.109371 128.955000 16.516000
17.496382 1.069220 27.187022 1.093726 134.301000 16.515000
17.621779 1.053504 24.921323 1.104926 130.288000 16.515000
17.399257 1.065367 27.256537 1.102140 135.410000 16.515000
17.663499 1.045801 24.789951 1.109368 130.098000 16.611000
17.475761 1.072398 27.344817 1.104564 137.574000 16.515000
17.657506 1.049502 24.683429 1.107180 130.764000 16.515000
17.474884 1.067932 27.500183 1.099823 144.524000 16.420000
17.430333 1.041079 28.315029 1.098269 130.289000 16.420000
17.556740 1.072896 27.582305 1.097432 143.763000 16.420000
17.457999 1.054362 24.352203 1.109356 131.336000 16.515000
17.405557 1.070790 27.223849 1.106984 143.666000 16.515000
17.488094 1.053571 26.294597 1.106855 130.575000 16.420000
17.621828 1.062823 26.250967 1.104113 144.810000 16.420000
