61.617605,61.613744,61.405095,61.549013,61.614097,61.650686,61.571903,61.596844,61.646692,61.620516
59.877447,59.873115,59.780111,59.875350,59.871985,59.884460,59.794710,59.880093,59.897789,59.896757
59.870610,59.863411,59.755126,59.843081,59.862107,59.891679,59.767473,59.853839,59.886016,59.891006
59.876145,59.878234,59.769898,59.859551,59.876549,59.875766,59.787153,59.876465,59.907714,59.891964
59.886191,59.877548,59.843532,59.860881,59.875931,59.884472,59.775581,59.865531,59.880144,59.881067
59.862674,59.852280,59.880972,59.861459,59.859883,59.873141,59.779377,59.848613,59.886881,59.880410
59.872509,59.864214,59.893589,59.861820,59.866791,59.877968,59.781647,59.872105,59.896679,59.894739
59.883923,59.871866,59.865116,59.861094,59.883928,59.879667,59.795873,59.890876,59.891897,59.898623
59.854310,59.862035,59.882219,59.848855,59.863049,59.892534,59.787686,59.856326,59.876749,59.875803
59.873700,59.860564,59.892051,59.851725,59.866627,59.907628,59.787921,59.871371,59.886636,59.895622
59.876577,59.854761,59.893769,78.100547,59.857961,59.882911,59.785169,59.878877,59.884733,59.882688
59.868520,59.872225,59.878248,59.828160,59.863731,59.858349,59.773043,59.861160,59.886720,59.886204
59.882967,59.863701,59.883937,72.957892,59.874417,59.887450,59.774658,59.869916,59.898639,59.892305
59.888647,59.890103,59.874771,59.879838,59.870688,59.878782,59.782871,59.871227,59.910258,59.899675
59.858944,59.871077,59.870944,59.849744,59.861110,59.878517,59.767279,59.865230,59.879088,59.881424
59.880640,59.888617,59.885140,59.879267,59.875740,59.882761,59.790254,59.883258,59.894510,59.904682
59.870750,59.879983,59.889960,59.863194,59.879414,59.878661,59.779295,59.866600,59.903189,59.888420
59.868512,59.866539,59.875012,59.859190,59.860765,59.883256,59.782909,59.852827,59.889822,59.882093
59.872741,59.879813,59.880743,59.867311,59.890292,59.880423,59.779683,59.883420,59.882511,59.902240
59.893541,59.868759,59.881324,59.876017,59.872179,59.891991,59.772315,59.879941,59.899496,59.912402
59.861703,59.865104,59.870306,59.844165,59.870687,59.859868,59.754607,59.868668,59.874920,59.883239
59.882891,59.886261,59.885663,59.862926,59.894189,59.870070,59.791153,59.870705,59.903883,59.902938
59.882186,59.876373,59.874119,59.860992,59.871429,59.882087,59.785023,59.866484,59.886518,59.903003
59.867465,59.864157,59.870009,59.858874,59.878695,59.876679,59.769604,59.850215,59.891117,59.887169
59.867311,59.866156,59.871462,59.877674,59.882592,59.882354,59.787667,59.884673,59.883785,59.894316
59.887182,59.885084,59.902383,59.862802,59.861678,59.887175,59.791211,59.880662,59.885331,59.899621
59.846449,59.854571,59.866486,59.863694,59.878679,59.871173,59.772820,59.867006,59.890919,59.890062
59.883769,59.889105,59.881191,59.861238,59.883780,59.885975,59.771070,59.874020,59.895479,59.886461
59.884351,59.884538,59.876817,59.879800,59.882406,59.879385,59.767562,59.872394,59.896518,59.876553
59.878054,59.863869,59.866450,59.846703,59.868115,59.870898,59.766367,59.857664,59.897682,59.891142
59.870175,59.879039,59.891294,59.868699,59.874655,59.887788,59.776870,59.851697,59.892100,59.893870
59.890139,59.875237,59.869886,59.866227,59.882194,59.885232,59.795132,59.878125,59.898994,59.880541
59.877908,59.871882,59.873972,59.854294,59.871003,59.868192,59.772514,59.863541,59.880617,59.861711
59.880296,59.881113,59.867131,59.852589,59.884413,59.902317,59.780088,59.870613,59.879885,59.882911
59.874417,59.870734,59.886188,59.865537,59.892949,59.884308,59.773619,59.884206,59.907631,59.887121
59.867075,59.853106,59.856564,59.848926,59.866815,59.880504,59.784482,59.880813,59.881177,59.880866
59.878768,59.877631,59.884575,59.873603,59.880579,59.890416,59.780321,59.874786,59.905292,59.891461
59.885772,59.882504,59.883821,59.862766,59.879146,59.884112,59.781212,59.876520,59.899816,59.887385
59.865939,59.864379,59.878184,59.839388,59.864950,59.877789,59.764498,59.854215,59.895972,59.874385
59.890403,59.896841,59.897655,59.859168,59.892229,59.887978,59.769431,59.868764,59.905931,59.908008
59.885592,59.876796,59.886209,59.857256,59.876398,59.882925,59.782820,59.881922,59.895384,59.880023
59.873343,59.853564,59.870540,59.852134,59.857103,59.860394,59.789418,59.873442,59.887081,59.880009
59.881196,59.868726,59.880341,59.871063,59.877915,59.895874,59.772889,59.879559,59.898054,59.891194
59.875734,59.887630,59.878520,59.845092,59.874777,59.877480,59.769746,59.862842,59.901369,59.890862
59.865174,59.841314,59.872379,59.830489,59.872610,59.862840,59.766969,59.849242,59.880949,59.870610
59.876057,59.881477,59.885288,59.867842,59.880945,59.887129,59.776181,59.870665,59.902168,59.885779
59.871550,59.879297,59.886949,59.851669,59.870938,59.888226,59.778471,59.875511,59.912860,59.877068
59.868834,59.862947,59.856605,59.841140,59.867549,59.874528,59.763203,59.856369,59.883561,59.894751
59.876798,59.865946,59.883303,59.857420,59.893731,59.883438,59.787850,59.860801,59.891670,59.893809
59.884665,59.890815,59.879316,59.868766,59.875340,59.878837,59.776660,59.884847,59.897588,59.894593
59.869041,59.876802,59.877964,72.911860,59.872020,59.866658,59.771472,59.876295,59.875954,59.868458
59.874576,59.881218,59.876840,59.877404,59.879825,59.883821,59.786640,59.876031,59.899199,59.892449
59.883035,59.882127,59.876864,59.855475,59.875972,59.888313,59.785254,59.879608,59.891049,59.879506
59.867736,59.872205,59.868451,73.200986,59.868368,59.871213,59.775037,59.864110,59.881885,59.867955
59.870175,59.878138,59.881354,80.934517,59.873478,59.866890,59.783253,59.879864,59.894166,59.878074
59.901128,59.888405,59.888566,59.829489,59.879362,59.891224,59.769063,59.877918,59.910092,59.890567
59.861179,59.874813,59.855795,62.965107,59.870323,59.878310,59.763094,59.868619,59.882400,59.873253
59.881849,59.876634,59.892263,59.860116,59.884504,59.885112,59.788823,59.876156,59.895525,59.879560
59.860051,59.883360,59.879952,59.861105,59.874041,59.869667,59.771774,59.860864,59.901644,59.885103
59.869125,59.856645,59.869504,59.857887,59.871632,59.890409,59.781507,59.865843,59.893387,59.876279
59.872147,59.881740,59.871770,59.870242,59.870295,59.892756,59.786122,59.864324,59.909711,59.886473
59.884740,59.875748,59.874331,59.861332,59.881300,59.874846,59.784127,59.867825,59.894168,59.895336
59.866356,59.860426,59.862905,59.842376,59.871090,59.865735,59.773660,59.855488,59.877164,59.877526
