core_0_pkg core_0_ram core_6_pkg core_6_ram nvd_0 nvd_1
25.175415 1.101379 19.044495 1.062897 142.331000 16.519000
27.887288 1.095799 18.803511 1.062291 111.877000 16.519000
25.208903 1.106382 19.065117 1.069944 141.636000 16.519000
28.014363 1.102561 18.772128 1.058860 109.993000 16.519000
25.240498 1.102572 19.049843 1.077791 140.454000 16.519000
27.763248 1.100872 18.783788 1.052867 111.782000 16.519000
25.238476 1.103110 19.051819 1.076285 138.073000 16.519000
25.076503 1.100141 18.823246 1.048476 112.831000 16.524000
22.980547 1.098408 19.020820 1.075550 136.932000 16.424000
24.517290 1.104758 18.827059 1.058097 115.405000 16.519000
23.010178 1.101539 19.015739 1.069648 134.171000 16.519000
23.815368 1.109136 18.836571 1.061222 126.789000 16.424000
25.455606 1.093623 19.052582 1.078670 133.791000 16.614000
23.793879 1.109131 18.799202 1.055541 123.548000 16.519000
24.639665 1.095330 19.043756 1.074121 135.028000 16.519000
23.981894 1.102424 18.842834 1.050207 127.932000 16.519000
23.526464 1.098955 18.999942 1.079577 138.266000 16.519000
23.756705 1.107194 18.907746 1.048872 129.872000 16.519000
24.481125 1.093423 18.998264 1.078165 143.638000 16.420000
23.640634 1.106778 18.833957 1.057153 131.432000 16.614000
23.760319 1.095502 19.055590 1.080153 143.857000 16.424000
23.273687 1.107493 18.785633 1.054479 132.351000 16.519000
24.272056 1.099347 18.989477 1.078902 144.209000 16.515000
23.509512 1.104709 18.815544 1.055054 132.256000 16.424000
24.001691 1.098340 18.869409 1.084089 144.112000 16.610000
23.261279 1.104728 18.960810 1.053609 132.160000 16.424000
24.231002 1.102275 18.743858 1.080059 142.619000 16.515000
22.971440 1.105064 19.055907 1.054341 134.802000 16.424000
26.063780 1.099838 18.748157 1.079452 145.407000 16.420000
22.586185 1.098101 19.070938 1.054949 136.135000 16.610000
24.938815 1.104693 18.758326 1.085283 145.217000 16.420000
25.083773 1.103753 19.145546 1.055353 136.517000 16.515000
27.662582 1.096270 18.740382 1.077990 145.348000 16.610000
23.017468 1.107153 19.111121 1.056892 139.948000 16.610000
24.677404 1.102317 18.705178 1.077536 144.835000 16.515000
23.061291 1.098094 19.118369 1.049969 138.712000 16.424000
24.658445 1.104601 18.728998 1.079821 143.854000 16.610000
25.258119 1.094812 19.184486 1.058862 135.758000 16.515000
27.722146 1.098214 18.733518 1.079232 142.616000 16.325000
23.502845 1.102157 19.128181 1.055039 137.379000 16.519000
24.706579 1.106712 18.779550 1.083243 140.865000 16.515000
25.237480 1.093678 19.073357 1.055959 137.282000 16.515000
27.734342 1.099928 18.765576 1.078291 139.757000 16.515000
25.276328 1.104329 19.072044 1.056203 138.139000 16.515000
27.784574 1.098005 18.770916 1.078962 136.233000 16.420000
23.734253 1.099925 19.111259 1.059246 136.710000 16.515000
24.536318 1.104423 18.745889 1.077841 137.280000 16.420000
23.946285 1.091167 19.112174 1.056316 138.521000 16.515000
24.218161 1.106524 18.736781 1.071642 135.374000 16.515000
24.119823 1.089277 19.104522 1.059859 139.284000 16.424000
25.659988 1.103357 18.787431 1.077813 134.136000 16.614000
25.344402 1.102103 19.071838 1.061118 138.614000 16.610000
27.880940 1.096531 18.777175 1.069310 134.803000 16.424000
24.191831 1.099777 19.099189 1.058335 140.234000 16.610000
25.813577 1.110256 18.747520 1.066249 129.306000 16.610000
23.872986 1.100067 19.220062 1.051666 129.809000 16.519000
25.734226 1.106398 18.713298 1.068738 94.518000 16.525000
27.896973 1.097321 18.786224 1.081787 94.327000 16.429000
27.587946 1.099428 18.741432 1.087984 97.333000 16.524000
27.965240 1.108307 18.695526 1.083405 93.658000 16.620000
27.816101 1.105896 18.753204 1.090240 93.926000 16.620000
27.748596 1.101654 18.700500 1.079254 96.592000 16.429000
27.864527 1.106081 18.721565 1.087466 96.115000 16.524000
27.926605 1.103668 18.715393 1.083893 96.210000 16.524000
27.689264 1.106051 18.690314 1.077029 95.185000 16.525000
27.881186 1.099479 18.728305 1.079032 95.255000 16.620000
27.968170 1.092425 18.722432 1.073229 132.994000 16.519000
24.269990 1.095570 19.114097 1.062398 139.190000 16.515000
24.202426 1.105210 18.783985 1.073990 134.614000 16.515000
25.422821 1.094171 19.044960 1.057794 140.904000 16.420000
27.874552 1.091287 18.784177 1.071206 134.613000 16.515000
25.221182 1.102992 19.040604 1.067012 140.427000 16.420000
27.836710 1.100961 18.797697 1.069436 132.899000 16.515000
25.287485 1.094487 19.102554 1.061284 141.444000 16.515000
27.866003 1.093534 18.760827 1.072202 134.138000 16.610000
24.335383 1.097702 19.091926 1.071640 141.759000 16.420000
24.763103 1.102371 18.760272 1.066604 132.516000 16.329000
25.383921 1.102415 19.147575 1.067564 143.445000 16.515000
27.988729 1.102574 18.792373 1.066685 130.516000 16.519000
25.321646 1.095668 19.051712 1.067134 143.920000 16.420000
27.879404 1.095681 18.816557 1.070504 130.637000 16.424000
25.251863 1.097222 19.072273 1.057641 141.343000 16.515000
27.872665 1.102515 18.758688 1.067603 129.590000 16.424000
25.255443 1.095792 19.075523 1.063383 142.616000 16.515000
27.968781 1.101776 18.757324 1.067200 126.671000 16.515000
25.386261 1.097717 19.049652 1.061890 143.408000 16.515000
27.906336 1.090700 18.792915 1.071108 125.717000 16.420000
24.826381 1.095662 19.031334 1.062581 144.396000 16.420000
25.158250 1.104843 18.808247 1.069687 124.408000 16.519000
24.807617 1.102521 19.029206 1.067274 143.444000 16.610000
23.883570 1.093486 18.812719 1.068584 122.406000 16.424000
22.772858 1.104091 19.074387 1.073787 142.903000 16.515000
23.858847 1.098121 18.763876 1.060431 120.881000 16.520000
22.697877 1.104666 19.053040 1.072562 143.540000 16.515000
25.172908 1.104054 18.760622 1.066334 121.072000 16.614000
25.005193 1.104906 19.058426 1.072619 143.093000 16.515000
25.015629 1.100237 18.809658 1.063860 118.690000 16.519000
25.079056 1.089066 19.084968 1.069351 142.236000 16.515000
23.836098 1.102243 18.800840 1.063363 116.805000 16.519000
23.263444 1.099764 19.095741 1.064730 142.237000 16.420000
27.877772 1.097903 18.781989 1.061739 114.802000 16.420000
25.391246 1.104887 19.043205 1.072019 142.112000 16.519000
27.703169 1.095954 18.769095 1.061621 112.067000 16.519000
25.511973 1.100614 19.052818 1.069731 141.665000 16.710000
27.973969 1.097595 18.809357 1.066589 109.779000 16.420000
25.259645 1.100122 19.004738 1.068933 140.905000 16.515000
24.341240 1.104022 18.802700 1.062425 109.589000 16.424000
25.341747 1.097855 19.050331 1.068466 140.428000 16.706000
23.867823 1.106823 18.778752 1.064372 110.638000 16.424000
25.139252 1.102325 19.055725 1.073883 139.858000 16.515000
27.960632 1.102478 18.761993 1.060852 111.400000 16.424000
25.317759 1.104398 19.044396 1.076200 139.192000 16.610000
27.915044 1.098094 18.817876 1.061046 111.687000 16.519000
25.343212 1.098075 19.026032 1.073874 139.763000 16.420000
27.864410 1.093567 18.830780 1.060822 112.164000 16.515000
25.357208 1.095917 19.350983 1.074738 138.430000 16.515000
24.906672 1.099843 19.490955 1.064290 113.850000 16.610000
24.277879 1.100691 19.779992 1.071973 137.479000 16.515000
27.632324 1.101044 19.460236 1.057159 119.901000 16.610000
25.701254 1.101626 19.719735 1.077456 136.240000 16.705000
27.570722 1.098151 19.457911 1.055854 124.572000 16.515000
25.602863 1.102314 19.721025 1.072804 134.837000 16.519000
24.004796 1.104741 19.447125 1.059513 121.738000 16.614000
25.461557 1.095729 19.392812 1.073635 133.695000 16.519000
23.895523 1.104708 18.837662 1.058168 123.833000 16.614000
22.769493 1.099297 19.032878 1.078577 132.838000 16.420000
23.966905 1.108417 18.838637 1.061661 125.145000 16.420000
25.670021 1.098911 19.044969 1.079412 132.170000 16.515000
23.870483 1.109182 18.797984 1.049517 126.763000 16.420000
23.762395 1.091574 19.043184 1.073326 133.981000 16.420000
23.788574 1.104689 18.802243 1.054698 128.003000 16.515000
22.854662 1.098643 19.038309 1.081768 132.266000 16.515000
24.363730 1.106996 18.798477 1.053862 129.778000 16.515000
25.992989 1.096017 19.027393 1.082529 134.361000 16.515000
23.943579 1.109126 18.849889 1.055472 129.778000 16.515000
26.182127 1.093841 19.002127 1.081055 135.600000 16.420000
24.064631 1.104557 18.844089 1.050566 129.301000 16.420000
26.279539 1.101193 19.104314 1.078093 137.670000 16.515000
26.804452 1.100286 18.806983 1.050324 130.254000 16.515000
26.222393 1.100398 19.028782 1.079922 138.526000 16.420000
26.830601 1.106881 18.830552 1.056156 130.920000 16.420000
26.293113 1.102438 19.042529 1.082145 140.717000 16.515000
23.637256 1.102664 18.809601 1.050383 130.730000 16.420000
23.104946 1.100395 19.004668 1.082697 143.475000 16.420000
26.555978 1.106951 18.849473 1.057385 130.159000 16.515000
26.660397 1.098978 18.995713 1.079846 142.429000 16.325000
23.520599 1.106307 18.863749 1.058695 130.921000 16.515000
24.264200 1.092799 19.056474 1.075650 144.590000 16.420000
23.439078 1.101027 18.827902 1.050579 130.444000 16.515000
24.417956 1.091084 19.043893 1.084950 143.351000 16.515000
23.340564 1.095137 18.822134 1.056195 131.778000 16.515000
23.313519 1.102613 18.992176 1.081312 142.619000 16.420000
23.346747 1.101552 18.855024 1.052935 131.873000 16.515000
24.608643 1.100029 18.938645 1.079248 142.779000 16.515000
23.192006 1.102396 18.951591 1.056281 132.897000 16.515000
24.801460 1.104627 18.858667 1.081312 142.715000 16.515000
23.065163 1.100268 18.990948 1.053818 132.446000 16.515000
23.827542 1.102316 18.922323 1.079337 143.570000 16.515000
23.123514 1.100111 18.998959 1.053356 133.496000 16.515000
25.174455 1.095509 18.827096 1.085194 142.491000 16.515000
23.197941 1.107063 19.033742 1.053502 133.114000 16.515000
23.777582 1.105008 18.802773 1.085020 141.379000 16.420000
22.709629 1.102551 19.080544 1.051522 134.708000 16.610000
24.940575 1.106636 18.705004 1.077097 141.189000 16.420000
22.848799 1.102442 19.093850 1.056297 133.946000 16.515000
24.415857 1.100115 18.710932 1.079241 145.919000 16.610000
22.759905 1.102157 19.104133 1.055649 135.756000 16.515000
23.970380 1.104048 18.753857 1.084913 145.664000 16.515000
22.771379 1.102314 19.068779 1.052815 135.090000 16.515000
23.924207 1.106367 18.738628 1.080488 145.539000 16.420000
22.814515 1.102164 19.082519 1.056510 137.185000 16.515000
23.918252 1.097848 18.772031 1.082772 146.549000 16.515000
22.896866 1.106770 19.110893 1.055196 136.423000 16.610000
23.868193 1.097580 18.726367 1.081863 145.635000 16.515000
22.870484 1.097857 19.100876 1.051440 138.519000 16.515000
24.007285 1.098243 18.729147 1.076850 146.015000 16.420000
22.563187 1.097471 19.116630 1.057981 139.949000 16.515000
24.144750 1.105809 18.810561 1.075932 145.504000 16.515000
22.693222 1.100523 19.093132 1.045835 141.188000 16.515000
23.879690 1.104407 18.763632 1.083747 145.732000 16.610000
23.101363 1.095422 19.093361 1.057611 139.759000 16.706000
23.902142 1.106703 18.766369 1.081739 145.284000 16.515000
23.171674 1.102253 19.099907 1.056142 137.377000 16.515000
24.967513 1.104172 18.729815 1.079635 144.304000 16.515000
23.399011 1.102923 19.117599 1.049609 135.758000 16.610000
23.891151 1.105920 18.768357 1.071007 135.122000 16.515000
22.929565 1.109039 19.205170 1.056000 131.433000 16.706000
23.955109 1.110413 19.047882 1.083588 92.895000 16.620000
24.001836 1.101719 19.364244 1.090855 93.943000 16.716000
24.723092 1.100115 19.400188 1.086993 97.048000 16.620000
27.690484 1.106106 19.412880 1.083431 96.979000 16.429000
28.074158 1.106018 19.371765 1.087799 97.169000 16.525000
27.740320 1.101626 19.415810 1.087710 97.716000 16.620000
28.194244 1.103821 19.368408 1.083344 94.994000 16.520000
27.931849 1.094820 19.402260 1.087984 94.784000 16.525000
28.055664 1.104004 19.095337 1.085480 98.124000 16.524000
27.654810 1.103823 18.697974 1.083285 97.264000 16.520000
27.768585 1.098365 18.767318 1.081061 138.711000 16.420000
23.871500 1.093652 19.170753 1.060815 138.139000 16.515000
25.016882 1.106365 18.738072 1.076366 137.756000 16.420000
25.121246 1.091187 19.135498 1.054779 138.044000 16.420000
27.684096 1.102485 18.747580 1.076728 140.233000 16.515000
23.998247 1.104509 19.114883 1.056872 138.902000 16.515000
24.674742 1.097521 18.780147 1.076799 138.138000 16.420000
25.280081 1.104518 19.082382 1.061122 138.713000 16.420000
27.739582 1.102482 18.786086 1.077000 139.282000 16.420000
23.827425 1.102310 19.082130 1.048844 138.807000 16.515000
24.283604 1.104569 18.781635 1.072891 138.137000 16.420000
23.954760 1.098009 19.108261 1.055346 139.664000 16.515000
23.813619 1.101813 18.743734 1.075019 139.186000 16.515000
23.756863 1.104579 19.122513 1.061489 139.376000 16.515000
23.894526 1.102336 18.757603 1.071697 138.041000 16.515000
24.054556 1.104666 19.107544 1.065116 140.141000 16.515000
23.973162 1.099566 18.797298 1.072680 136.803000 16.420000
24.414624 1.103747 19.058304 1.058917 140.331000 16.420000
24.249424 1.100144 18.785267 1.074264 136.995000 16.515000
25.208151 1.100063 19.087875 1.061245 141.664000 16.610000
28.024089 1.089059 18.742704 1.074868 136.518000 16.515000
25.344239 1.102746 19.156196 1.053796 139.758000 16.420000
27.980179 1.104651 18.756796 1.069098 134.803000 16.420000
24.291884 1.102862 19.097122 1.071612 141.855000 16.515000
23.884177 1.103370 18.793539 1.073371 135.946000 16.515000
25.122182 1.100130 19.055611 1.066591 141.093000 16.515000
28.341357 1.100226 18.789114 1.070868 134.423000 16.420000
25.254171 1.101619 19.048966 1.067073 142.682000 16.515000
27.697804 1.106816 18.790145 1.075108 131.495000 16.610000
24.620664 1.100056 19.091179 1.065114 141.378000 16.515000
23.794285 1.102391 18.769759 1.064824 131.530000 16.515000
22.655854 1.104915 19.076736 1.059688 142.999000 16.610000
24.367321 1.104756 18.761995 1.066609 131.401000 16.424000
24.770573 1.102606 19.083931 1.067451 144.427000 16.420000
24.006784 1.104318 18.804258 1.068826 130.734000 16.424000
22.626984 1.106903 19.036743 1.066895 144.712000 16.420000
23.810297 1.104503 18.801488 1.071086 129.053000 16.519000
24.433612 1.093589 19.041199 1.069510 141.570000 16.515000
23.959599 1.100102 18.813857 1.067418 127.337000 16.614000
22.783524 1.104608 19.070503 1.065149 143.377000 16.515000
24.084954 1.106803 18.765848 1.067129 127.623000 16.424000
25.251974 1.096095 19.145279 1.067684 144.875000 16.420000
27.962387 1.105384 18.775290 1.061988 126.765000 16.515000
25.132796 1.104385 19.094337 1.070481 144.495000 16.420000
23.785251 1.103703 18.795272 1.069615 125.431000 16.610000
25.068052 1.097541 19.044334 1.064612 144.617000 16.515000
28.019486 1.101020 19.146386 1.063056 123.621000 16.515000
25.148042 1.102258 19.690281 1.071466 144.941000 16.420000
27.698586 1.098001 19.470462 1.072366 122.095000 16.610000
25.311056 1.097652 19.745404 1.070491 143.735000 16.515000
27.871444 1.100745 19.429468 1.062628 120.571000 16.424000
25.354157 1.100762 19.738682 1.075891 143.925000 16.420000
27.813704 1.107551 19.437037 1.067633 118.305000 16.519000
25.059331 1.095568 19.741188 1.072772 143.189000 16.420000
23.956273 1.106633 19.138993 1.063633 117.186000 16.429000
22.877152 1.097654 19.040184 1.071043 142.902000 16.515000
24.389929 1.105210 18.819447 1.064712 114.325000 16.519000
25.295809 1.102221 19.078659 1.076464 142.047000 16.420000
23.855541 1.100202 18.800671 1.057355 111.019000 16.515000
25.240745 1.104573 19.087456 1.071248 141.952000 16.420000
23.894963 1.103947 18.797103 1.057805 110.542000 16.610000
22.802384 1.097379 19.133781 1.075620 141.856000 16.515000
23.885489 1.104346 18.799551 1.062903 111.496000 16.515000
24.226501 1.101776 19.090332 1.071442 141.856000 16.420000
27.901078 1.100549 18.830118 1.066400 112.259000 16.515000
25.461162 1.095623 19.037880 1.069652 140.523000 16.515000
25.247034 1.104468 18.840803 1.061378 112.259000 16.424000
22.945664 1.100606 19.067116 1.078694 140.239000 16.515000
23.865431 1.101743 18.805382 1.052305 112.450000 16.424000
24.342315 1.102367 19.088905 1.069743 139.477000 16.420000
27.926748 1.100241 18.814303 1.062278 113.403000 16.515000
25.302398 1.089820 19.074333 1.077002 139.382000 16.515000
27.778545 1.102504 18.814591 1.062404 115.661000 16.515000
25.686920 1.106812 19.078827 1.074707 139.001000 16.420000
23.926793 1.091176 18.856135 1.059895 117.660000 16.420000
25.111935 1.100141 19.040908 1.079542 137.289000 16.420000
27.791721 1.095836 18.852514 1.062022 124.952000 16.420000
25.398611 1.099751 19.036400 1.070485 136.621000 16.420000
24.299241 1.104150 18.856158 1.061608 124.094000 16.420000
22.667624 1.098269 19.071831 1.075991 135.003000 16.420000
23.836921 1.109145 18.832357 1.057476 123.713000 16.420000
25.820796 1.081990 19.138250 1.076406 133.219000 16.424000
24.119442 1.109230 18.837860 1.057104 125.620000 16.420000
22.912307 1.099755 19.104056 1.077112 132.458000 16.515000
23.771486 1.102426 18.857490 1.059425 127.336000 16.610000
23.662066 1.093262 19.014011 1.071260 134.268000 16.610000
23.803478 1.111275 19.199829 1.059117 128.288000 16.515000
25.787440 1.100049 19.723528 1.084425 134.076000 16.610000
23.786620 1.106989 19.489897 1.054496 129.051000 16.515000
25.782772 1.092758 19.746756 1.077531 133.696000 16.515000
23.798673 1.111369 19.491787 1.050604 130.575000 16.515000
23.833180 1.093641 19.731889 1.068831 135.886000 16.515000
23.789021 1.104829 19.526240 1.062590 130.099000 16.515000
26.076030 1.090918 19.694570 1.075752 141.478000 16.420000
23.648048 1.106920 19.189759 1.055005 130.764000 16.515000
23.018167 1.095526 19.055993 1.077735 143.286000 16.515000
23.620250 1.104646 18.855609 1.048612 131.015000 16.420000
22.937603 1.099789 19.074898 1.080016 144.876000 16.515000
23.508184 1.109283 18.845021 1.053126 131.622000 16.515000
23.199592 1.092538 19.046526 1.078287 144.780000 16.515000
23.522481 1.102383 18.822215 1.055321 131.587000 16.420000
